/time (G=3) X,/time (G=3) Y,/time (G=5) X,/time (G=5) Y,/time (G=7) X,/time (G=7) Y,/time (G=9) X,/time (G=9) Y,/net6 (G=3) X,/net6 (G=3) Y,/net6 (G=5) X,/net6 (G=5) Y,/net6 (G=7) X,/net6 (G=7) Y,/net6 (G=9) X,/net6 (G=9) Y
3.852869990744983e-09,0.7015783319793416,3.767116010110098e-09,0.4681666107434233,3.780851959118359e-09,0.3517203612266477,3.873233687598194e-09,0.3960790512878866,3.852869990744983e-09,-0.004434298995233659,3.767116010110098e-09,-0.0117898210942425,3.780851959118359e-09,-0.01569564098042443,3.873233687598194e-09,-0.01147518685493864
3.876238872523119e-09,0.7053343656685651,3.808028085164981e-09,0.5570704475378251,3.826822211734022e-09,0.4021671278677956,3.91108951264367e-09,0.460288499159798,3.876238872523119e-09,-0.003919956207322313,3.808028085164981e-09,-0.00959340694763291,3.826822211734022e-09,-0.01221213818382339,3.91108951264367e-09,-0.008199577642431257
3.91127258571714e-09,0.708664557718124,3.840345438203739e-09,0.6317147928429705,3.862666906703282e-09,0.4647620726661915,3.950066828190173e-09,0.5444601816330858,3.91127258571714e-09,-0.003164308562470798,3.840345438203739e-09,-0.008135427327944937,3.862666906703282e-09,-0.009829638432745301,3.950066828190173e-09,-0.004986632071584278
3.95342697018009e-09,0.7107614214170775,3.868358024009391e-09,0.6769759407371349,3.904436613247002e-09,0.5556781554632859,3.984784612509093e-09,0.6260731921844928,3.95342697018009e-09,-0.002277488350124361,3.868358024009391e-09,-0.006891728804170409,3.904436613247002e-09,-0.007196934752936771,3.984784612509093e-09,-0.002294510813766034
4.011801834922968e-09,0.7121542441020496,3.888869266462088e-09,0.6920309805334436,3.936476468343086e-09,0.6303290286201448,4.012927094470591e-09,0.6744024937137613,4.011801834922968e-09,-0.001107039255889656,3.888869266462088e-09,-0.00605764097799497,3.936476468343086e-09,-0.005306753629533492,4.012927094470591e-09,-0.0001472106778161609
4.080088335128273e-09,0.7129240542833692,3.914368926729341e-09,0.7009293256064043,3.964612926116422e-09,0.6764858679256988,4.033687290937433e-09,0.6910676113502379,4.080088335128273e-09,0.0001684426330525971,3.914368926729341e-09,-0.005049964705394559,3.964612926116422e-09,-0.003687324108408223,4.033687290937433e-09,0.001324223452746669
4.177778549955098e-09,0.7134874531396767,3.93436052164384e-09,0.7045852507563222,3.985055545244025e-09,0.6917581102679632,4.057121116152964e-09,0.6998964744458418,4.177778549955098e-09,0.001570175696340074,3.93436052164384e-09,-0.004254192691026501,3.985055545244025e-09,-0.00254252509050527,4.057121116152964e-09,0.002962784277605302
4.260998548331343e-09,0.7137307905869313,3.958963415494473e-09,0.7074849463297972,4.010190040100474e-09,0.7006441049805939,4.077453005730534e-09,0.7039443616657108,4.260998548331343e-09,0.002029259330142441,3.958963415494473e-09,-0.003346256608184203,4.010190040100474e-09,-0.001177570214273487,4.077453005730534e-09,0.004402735251328345
4.346134201350236e-09,0.713903276998315,3.991367535610903e-09,0.7097246105139466,4.030183270622695e-09,0.7043553819861879,4.100568015356028e-09,0.7068381262303433,4.346134201350236e-09,0.002318863673095931,3.991367535610903e-09,-0.002131110507792161,4.030183270622695e-09,-0.0001024178701761465,4.100568015356028e-09,0.005963864890781667
4.450234757248503e-09,0.7140077706005621,4.042675577104283e-09,0.7114692128689992,4.054407926776404e-09,0.7072304791345877,4.131721395998427e-09,0.7091584967496621,4.450234757248503e-09,0.002618046132685498,4.042675577104283e-09,-0.0003485755217971066,4.054407926776404e-09,0.001148415509175296,4.131721395998427e-09,0.007863562163336484
4.586043774704251e-09,0.7140194611715539,4.102750702639996e-09,0.7123896224584582,4.086635793902409e-09,0.7094782419744083,4.178648972581689e-09,0.7109206044596791,4.586043774704251e-09,0.002912355349146935,4.102750702639996e-09,0.001618829943873228,4.086635793902409e-09,0.002743029554394264,4.178648972581689e-09,0.009709741151060162
4.689868602469571e-09,0.7137112263338965,4.171291616957065e-09,0.7129613140651005,4.136665541732712e-09,0.7112045096198357,4.238698242544991e-09,0.7119479145240938,4.689868602469571e-09,0.003115156670666148,4.171291616957065e-09,0.003315642063159716,4.136665541732712e-09,0.005139404704891858,4.238698242544991e-09,0.0110476898521003
4.803119195084606e-09,0.7099440627143001,4.267620625492068e-09,0.7133962801800433,4.196601224916024e-09,0.7121434437683282,4.304362343816112e-09,0.712531330451102,4.803119195084606e-09,0.003291363287708794,4.267620625492068e-09,0.004307831304155523,4.196601224916024e-09,0.006526107266281568,4.304362343816112e-09,0.0120065097567679
4.886511191373672e-09,0.6839803610615023,4.33792714095135e-09,0.7135884196434112,4.264769710043087e-09,0.7127170840229833,4.374842745579188e-09,0.7128769755162784,4.886511191373672e-09,0.003427934601604767,4.33792714095135e-09,0.004734701307346397,4.264769710043087e-09,0.007467245796968293,4.374842745579188e-09,0.01285734963280298
4.915669206164366e-09,0.6575630164349789,4.427384061168475e-09,0.7137539929975526,4.360952637802157e-09,0.7131470979804532,4.445842238524516e-09,0.7130675440608194,4.915669206164366e-09,0.003462962064294774,4.427384061168475e-09,0.005216337382417471,4.360952637802157e-09,0.008382662961044736,4.445842238524516e-09,0.01358357563454709
4.937484334924871e-09,0.6205010031967029,4.564292705548231e-09,0.7138949236859923,4.431388304296397e-09,0.7133293042787001,4.530206624192201e-09,0.7130579154848763,4.937484334924871e-09,0.003501492008970519,4.564292705548231e-09,0.005780789874895907,4.431388304296397e-09,0.008900013680218954,4.530206624192201e-09,0.01434025778023842
4.961199699176358e-09,0.5600086792351623,4.764292705548231e-09,0.7138267209575667,4.521299689641478e-09,0.7134383121257509,4.630557847893391e-09,0.7121470378139111,4.961199699176358e-09,0.003529112405284091,4.764292705548231e-09,0.006445026612483367,4.521299689641478e-09,0.00950506728531692,4.630557847893391e-09,0.01511173014594005
4.985649925588293e-09,0.4820546820627547,4.964292705548231e-09,0.7125224613972524,4.701122460331638e-09,0.7130724580890262,4.738168614390045e-09,0.7039716143773758,4.985649925588293e-09,0.003566450671915566,4.964292705548231e-09,0.006966335117419883,4.701122460331638e-09,0.01043934661204142,4.738168614390045e-09,0.01581200786830617
5.004635442443629e-09,0.4161574273538718,5.057286834254825e-09,0.7101340202603204,4.865842392271943e-09,0.7080017447249123,4.786767922703643e-09,0.6906992374443196,5.004635442443629e-09,0.003603445604183433,5.057286834254825e-09,0.007548224768181427,4.865842392271943e-09,0.01116533423472846,4.786767922703643e-09,0.01609955228096897
5.017772659855344e-09,0.3738288384631179,5.087545073719288e-09,0.7086255384468343,4.955425130454799e-09,0.6939832932014731,4.823494978227895e-09,0.6689220886760812,5.017772659855344e-09,0.003672092595532553,5.087545073719288e-09,0.007788367050224724,4.955425130454799e-09,0.01148891145920088,4.823494978227895e-09,0.01631555459303346
5.032859495985103e-09,0.3406337265806088,5.148061552648213e-09,0.7026724103667538,5.006354718232171e-09,0.6743192822678887,4.867375725679254e-09,0.6134881930578084,5.032859495985103e-09,0.003746065115967024,5.148061552648213e-09,0.008290832040096294,5.006354718232171e-09,0.01172964879331664,4.867375725679254e-09,0.01655605840413596
5.044054820359174e-09,0.3281593701296601,5.211325686105649e-09,0.6833914776177092,5.046760900581094e-09,0.6456182210517148,4.898292340421173e-09,0.5498396722244939,5.044054820359174e-09,0.003805519383312677,5.211325686105649e-09,0.00879723485395989,5.046760900581094e-09,0.01219313650307465,4.898292340421173e-09,0.01672137654942123
5.061615910826978e-09,0.3199723556788496,5.243913865291557e-09,0.6582679961137932,5.093294676367687e-09,0.5857351950004122,4.930304732242223e-09,0.4698054337081156,5.061615910826978e-09,0.003891441992400416,5.243913865291557e-09,0.00907152306407992,5.093294676367687e-09,0.01274838011742208,4.930304732242223e-09,0.0168795377307976
5.074407474902021e-09,0.3180704827109253,5.267352106273667e-09,0.624340773461861,5.128298117182192e-09,0.5231334160265202,4.952435101586527e-09,0.4112562079876884,5.074407474902021e-09,0.003959114070700546,5.267352106273667e-09,0.009252705209709677,5.128298117182192e-09,0.01314487342229591,4.952435101586527e-09,0.0169944810154616
5.088819916780846e-09,0.3170695473685872,5.293918570588272e-09,0.5562767422088439,5.160111405646037e-09,0.4600373204361379,4.969963738229318e-09,0.3687528203954579,5.088819916780846e-09,0.004028771976085576,5.293918570588272e-09,0.009465201015515973,5.160111405646037e-09,0.01352502249173228,4.969963738229318e-09,0.01707140421252655
5.106134347571894e-09,0.3164983046010753,5.314432154615593e-09,0.4805168092156739,5.195565711728866e-09,0.3894274982553613,4.989297659256213e-09,0.3369518573176636,5.106134347571894e-09,0.004116980488306723,5.314432154615593e-09,0.009614370679070051,5.195565711728866e-09,0.01393157961181563,4.989297659256213e-09,0.01716610493314262
5.133901813629851e-09,0.3159987252342696,5.341745240436234e-09,0.3602023324639407,5.217377222576178e-09,0.3538800286293025,5.003981562880639e-09,0.3247758431177054,5.133901813629851e-09,0.004250700962605409,5.341745240436234e-09,0.009832086791490637,5.217377222576178e-09,0.01418173489106943,5.003981562880639e-09,0.01727239339699754
5.173702272647764e-09,0.3153780162716053,5.356179049453464e-09,0.29464555220988,5.239963000332959e-09,0.3321399049913463,5.020060042630034e-09,0.3181977027198333,5.173702272647764e-09,0.004450014141141703,5.356179049453464e-09,0.009935142275573071,5.239963000332959e-09,0.01442561127341962,5.020060042630034e-09,0.01752602766012473
5.208736527555397e-09,0.3146865695301158,5.367013523980207e-09,0.2533132965568457,5.25958818745236e-09,0.3230579489888899,5.036242732374975e-09,0.3149587891449685,5.208736527555397e-09,0.004618156608762333,5.367013523980207e-09,0.01002570204654452,5.25958818745236e-09,0.01464482200780303,5.036242732374975e-09,0.01777845504701697
5.241870006637817e-09,0.3139027694844506,5.378102499145485e-09,0.222215289785719,5.286087854021033e-09,0.3164392973924772,5.054191247171778e-09,0.3130179318691783,5.241870006637817e-09,0.004781125167579112,5.378102499145485e-09,0.01010353243946741,5.286087854021033e-09,0.01493223917721687,5.054191247171778e-09,0.01805412403374462
5.274208618938414e-09,0.3129458195392397,5.389974974375663e-09,0.1975766854562576,5.306516709016105e-09,0.3129154788207545,5.07693911937097e-09,0.3117509728155917,5.274208618938414e-09,0.004934006672481035,5.389974974375663e-09,0.01020142539356218,5.306516709016105e-09,0.01515774162959423,5.07693911937097e-09,0.01839801977291875
5.306046369468827e-09,0.3117623840370937,5.403119846949186e-09,0.1743167955910677,5.334252978779101e-09,0.3079209121476362,5.109962648679971e-09,0.3110190979558728,5.306046369468827e-09,0.005089461174968027,5.403119846949186e-09,0.01029518025987558,5.334252978779101e-09,0.01545941844424645,5.109962648679971e-09,0.01890467353442236
5.350327765260949e-09,0.3096416062955009,5.414924847489882e-09,0.1540051084035856,5.373040854688411e-09,0.2948630521085388,5.155774116504228e-09,0.3107338816891149,5.350327765260949e-09,0.005293894137051745,5.414924847489882e-09,0.01039223510852873,5.373040854688411e-09,0.01588136745488162,5.155774116504228e-09,0.01958447681656915
5.437824527979391e-09,0.3032384007953606,5.429357845700841e-09,0.1281778960207527,5.41268940705908e-09,0.2578290488774759,5.217426725693339e-09,0.3105646562047529,5.437824527979391e-09,0.005701519106467262,5.429357845700841e-09,0.01049634037044441,5.41268940705908e-09,0.01629418095270685,5.217426725693339e-09,0.02049077259172333
5.547364460178249e-09,0.2882731727267064,5.44793914111524e-09,0.09290001668796777,5.442926467634601e-09,0.1879719742699623,5.285019867933236e-09,0.3102278927646276,5.547364460178249e-09,0.006173701358047316,5.44793914111524e-09,0.01064534730856926,5.442926467634601e-09,0.01661051549400767,5.285019867933236e-09,0.02145273445301928
5.681356916783012e-09,0.2481364098365805,5.477051329585651e-09,0.03374977969485473,5.465650151723778e-09,0.09977871074906303,5.334117226774425e-09,0.309631987808965,5.681356916783012e-09,0.006229806508591695,5.477051329585651e-09,0.01084219464096205,5.465650151723778e-09,0.01684387384764278,5.334117226774425e-09,0.02212428899647798
5.753915926309944e-09,0.2021823654102115,5.505245025137733e-09,-0.0261537108412848,5.4877931449954e-09,-0.008102981958615699,5.400408802825766e-09,0.3047181404440028,5.753915926309944e-09,0.00618835507788382,5.505245025137733e-09,0.01101862288018662,5.4877931449954e-09,0.01706849705160582,5.400408802825766e-09,0.02302707444147604
5.829045551452944e-09,0.1254952494103055,5.534111698374029e-09,-0.08595235280221825,5.501012369190776e-09,-0.07507544616972427,5.449666390240636e-09,0.284780250553395,5.829045551452944e-09,0.006146053105975416,5.534111698374029e-09,0.01118647725493357,5.501012369190776e-09,0.01720170490676965,5.449666390240636e-09,0.02367336204418355
5.898535060029577e-09,0.03988516129965183,5.568201101683217e-09,-0.1391112194125748,5.5115717388374e-09,-0.1217469079351978,5.475359739476471e-09,0.2566956406934295,5.898535060029577e-09,0.006089883761801347,5.568201101683217e-09,0.01136312143473704,5.5115717388374e-09,0.01730524494304292,5.475359739476471e-09,0.024008517936024
5.96299332970363e-09,-0.04043990235679983,5.592231167189106e-09,-0.1592271057565576,5.523561002928111e-09,-0.1575441231200111,5.495362879361034e-09,0.2144539012509661,5.96299332970363e-09,0.006046177944212162,5.592231167189106e-09,0.01141048603975374,5.523561002928111e-09,0.0174163007649934,5.495362879361034e-09,0.02427114870615774
6.023508947533748e-09,-0.1060509304952139,5.618505892487946e-09,-0.1698651890038433,5.533339010288312e-09,-0.1729347077633901,5.516417257050481e-09,0.1415709787966087,6.023508947533748e-09,0.005993287012731771,5.618505892487946e-09,0.01142625666629488,5.533339010288312e-09,0.01750751810137525,5.516417257050481e-09,0.02457587903070301
6.08014641153326e-09,-0.1438460054543702,5.648608202560154e-09,-0.1761063058847907,5.543879857867925e-09,-0.1808538128149038,5.53608827048899e-09,0.04981772056939852,6.08014641153326e-09,0.005951824238373756,5.648608202560154e-09,0.01142811269886186,5.543879857867925e-09,0.01760477164868028,5.53608827048899e-09,0.02480947253492559
6.123496096005196e-09,-0.1567750802218969,5.674499865434373e-09,-0.179342962805899,5.555319535369266e-09,-0.1843773104878758,5.54981742914551e-09,-0.02224150325985689,6.123496096005196e-09,0.005910643858509104,5.674499865434373e-09,0.01141774012546011,5.555319535369266e-09,0.01765801445923001,5.54981742914551e-09,0.02488396827377343
6.161813338656165e-09,-0.1638332702767303,5.709794252493746e-09,-0.1819385017053551,5.567253354738227e-09,-0.1857139799414343,5.562815119028513e-09,-0.08919505989353031,6.161813338656165e-09,0.005882182415329359,5.709794252493746e-09,0.0113858443927635,5.567253354738227e-09,0.01768506388158513,5.562815119028513e-09,0.02493445425054748
6.20254827709338e-09,-0.1692201044480106,5.763721631443427e-09,-0.1837440061179524,5.581837710068726e-09,-0.1862297512339095,5.572918304144327e-09,-0.1323638222553775,6.20254827709338e-09,0.005844553717103463,5.763721631443427e-09,0.01133316631310477,5.581837710068726e-09,0.01772028619462654,5.572918304144327e-09,0.02495967384399921
6.259075760363074e-09,-0.1743449771821581,5.831994486881899e-09,-0.1844446112873355,5.601330719265551e-09,-0.1863383738646285,5.583526047293047e-09,-0.1619078289674541,6.259075760363074e-09,0.005802673330879772,5.831994486881899e-09,0.01123732826181679,5.601330719265551e-09,0.01774116038421036,5.583526047293047e-09,0.0249785043467738
6.345511543738154e-09,-0.1791728718723363,5.919006422102306e-09,-0.1846687677579366,5.63032603862585e-09,-0.1862609600365303,5.593247351055784e-09,-0.1758508840667623,6.345511543738154e-09,0.005728788577526359,5.919006422102306e-09,0.01112061556022177,5.63032603862585e-09,0.01772094050099729,5.593247351055784e-09,0.02497923781384225
6.448059912763821e-09,-0.1822119124351102,6.036523832761375e-09,-0.1847220972088118,5.664841368572908e-09,-0.1861939556724589,5.602901950318758e-09,-0.1823517928629925,6.448059912763821e-09,0.005650165508889749,6.036523832761375e-09,0.01093487456833326,5.664841368572908e-09,0.01769552437849927,5.602901950318758e-09,0.0249867267661391
6.584457624360336e-09,-0.1841102038351877,6.15589276800006e-09,-0.1847467050544958,5.691858491570539e-09,-0.1861212185027532,5.613618779080783e-09,-0.1853866382648453,6.584457624360336e-09,0.005539088014468508,6.15589276800006e-09,0.0107514406546571,5.691858491570539e-09,0.01765536461324151,5.613618779080783e-09,0.0249825373028807
6.753673247079342e-09,-0.1849458205894723,6.270180210995493e-09,-0.1847281471689372,5.718780868863802e-09,-0.1860300101111389,5.625374411358149e-09,-0.1865794749572459,6.753673247079342e-09,0.005412426820824513,6.270180210995493e-09,0.01056377725010123,5.718780868863802e-09,0.01761453909170608,5.625374411358149e-09,0.02497363389346515
6.953673247079343e-09,-0.1852389082743046,6.31836197265482e-09,-0.1847215189754971,5.747417957511618e-09,-0.185934968602697,5.640006109017762e-09,-0.1869901999218909,6.953673247079343e-09,0.005259372053175283,6.31836197265482e-09,0.0104981694543401,5.747417957511618e-09,0.01756340151583883,5.640006109017762e-09,0.02495336293048631
7.153673247079343e-09,-0.1852662577691117,6.414725495973473e-09,-0.1846972453681254,5.781609906239537e-09,-0.1858352487606784,5.659597069872207e-09,-0.1870202104534558,7.153673247079343e-09,0.005118102092183517,6.414725495973473e-09,0.0103439082113256,5.781609906239537e-09,0.01749500902769112,5.659597069872207e-09,0.02493139863271147
7.353673247079343e-09,-0.1852527510320969,6.536003429162999e-09,-0.1846726903736135,5.83535053666106e-09,-0.1857058251351585,5.68866636217696e-09,-0.1869016871209633,7.353673247079343e-09,0.004974545835323304,6.536003429162999e-09,0.01016977262874531,5.83535053666106e-09,0.01738419046944664,5.68866636217696e-09,0.02486594284559122
7.553673247079343e-09,-0.1851983414344524,6.736003429162999e-09,-0.1846293473663556,5.923817783231138e-09,-0.1855489617121935,5.718195318934181e-09,-0.1868154093326945,7.553673247079343e-09,0.004841974762705953,6.736003429162999e-09,0.009869867009705912,5.923817783231138e-09,0.01718216972468888,5.718195318934181e-09,0.02480506472512681
7.753673247079343e-09,-0.185160806910681,6.936003429162999e-09,-0.1845956946253214,6.053414797757173e-09,-0.1854010856332396,5.745185843277475e-09,-0.1867181255083067,7.753673247079343e-09,0.004707126902474937,6.936003429162999e-09,0.00959310754739947,6.053414797757173e-09,0.01687274166971605,5.745185843277475e-09,0.02472991484617738
7.953673247079343e-09,-0.1851091009657866,7.136003429162999e-09,-0.184563844817532,6.249045791993705e-09,-0.1852695173837623,5.771731705814226e-09,-0.1866040513799233,7.953673247079343e-09,0.004583037743479673,7.136003429162999e-09,0.009311366468837345,6.249045791993705e-09,0.01638917485471652,5.771731705814226e-09,0.02466026853163078
8.153673247079343e-09,-0.1850757790743277,7.336003429162999e-09,-0.1845403099452122,6.449045791993705e-09,-0.1851860830774948,5.799093751270088e-09,-0.1864921845233214,8.153673247079343e-09,0.004456521465878744,7.336003429162999e-09,0.009051661060916866,6.449045791993705e-09,0.015914063371902,5.799093751270088e-09,0.02457892264894235
8.353673247079344e-09,-0.1850342255036007,7.536003429162998e-09,-0.1845180318797448,6.649045791993705e-09,-0.185123213232791,5.833104713828621e-09,-0.1863706284971886,8.353673247079344e-09,0.004340437184885807,7.536003429162998e-09,0.008785933988916316,6.649045791993705e-09,0.01544962786241901,5.833104713828621e-09,0.02447821103947144
8.553673247079344e-09,-0.1850077644831701,7.736003429162999e-09,-0.184501983266228,6.849045791993705e-09,-0.1850721567290413,5.889408348710761e-09,-0.1862057783848939,8.553673247079344e-09,0.004221727533950856,7.736003429162999e-09,0.008542405227389414,6.849045791993705e-09,0.01500021532887573,5.889408348710761e-09,0.02429588967914134
8.753673247079344e-09,-0.1849753377094245,7.936003429162999e-09,-0.1844863535759668,7.049045791993705e-09,-0.1850294664742455,5.980802283596867e-09,-0.1860113193163311,8.753673247079344e-09,0.004113190704834835,7.936003429162999e-09,0.008292786124248814,7.049045791993705e-09,0.0145612513194835,5.980802283596867e-09,0.02399497001694054
8.953673247079344e-09,-0.1849545741909396,8.136003429162999e-09,-0.1844756012658932,7.249045791993705e-09,-0.184993913493077,6.114047738303657e-09,-0.185829944939961,8.953673247079344e-09,0.004001926643309364,8.136003429162999e-09,0.008064631064544045,7.249045791993705e-09,0.01413831555493783,6.114047738303657e-09,0.02352682365167718
9.153673247079344e-09,-0.1849291087217097,8.336003429162999e-09,-0.1844649819818083,7.449045791993706e-09,-0.1849639684450336,6.31193042484603e-09,-0.1856702155988884,9.153673247079344e-09,0.003900457156335829,8.336003429162999e-09,0.007830168771287279,7.449045791993706e-09,0.01372561136834173,6.31193042484603e-09,0.0228506510560291
9.353673247079344e-09,-0.1849123968966777,8.536003429162999e-09,-0.1844579571733832,7.649045791993705e-09,-0.1849389759247485,6.51193042484603e-09,-0.1855676511454358,9.353673247079344e-09,0.003796080119860614,8.536003429162999e-09,0.007616502877701373,7.649045791993705e-09,0.0133282675376888,6.51193042484603e-09,0.02218029407004982
9.553673247079344e-09,-0.1848918172343877,8.736003429162999e-09,-0.1844508207892326,7.849045791993705e-09,-0.1849179539440581,6.71193042484603e-09,-0.1854893433159208,9.553673247079344e-09,0.00370124502747402,8.736003429162999e-09,0.007396290884028513,7.849045791993705e-09,0.01294058432592866,6.71193042484603e-09,0.02153432785153751
9.753673247079344e-09,-0.1848776947483446,8.936003429162999e-09,-0.1844463854304718,8.049045791993705e-09,-0.1849004507161785,6.91193042484603e-09,-0.1854252953933691,9.753673247079344e-09,0.003603401894775927,8.936003429162999e-09,0.007196262971756641,8.049045791993705e-09,0.01256758987429495,6.91193042484603e-09,0.02090028895237735
9.876836623539672e-09,-0.1848659299877916,9.136003429163e-09,-0.1844417194158357,8.249045791993705e-09,-0.1848857834581128,7.11193042484603e-09,-0.1853714316924398,9.876836623539672e-09,0.003549457119077271,9.136003429163e-09,0.006989618267774452,8.249045791993705e-09,0.01220361878703471,7.11193042484603e-09,0.02029012260096965
1e-08,-0.1848580636290603,9.336003429163e-09,-0.184439075782137,8.449045791993705e-09,-0.1848736044385269,7.31193042484603e-09,-0.1853260892005945,1e-08,0.00349094569284138,9.336003429163e-09,0.006802618258285049,8.449045791993705e-09,0.01185350536914884,7.31193042484603e-09,0.01969301900895883
  ,  ,9.536003429163e-09,-0.1844361586755184,8.649045791993706e-09,-0.1848634284722792,7.51193042484603e-09,-0.1852877503094149,  ,  ,9.536003429163e-09,0.006608730716622387,8.649045791993706e-09,0.01151191230445,7.51193042484603e-09,0.01911932787607972
  ,  ,9.736003429163e-09,-0.1844347732126227,8.849045791993706e-09,-0.1848550156445091,7.71193042484603e-09,-0.1852555773198531,  ,  ,9.736003429163e-09,0.006433833345034831,8.849045791993706e-09,0.01118346660295759,7.71193042484603e-09,0.01855780694751803
  ,  ,9.8680017145815e-09,-0.1844334988476146,9.049045791993706e-09,-0.1848480231852726,7.91193042484603e-09,-0.1852283243476345,  ,  ,9.8680017145815e-09,0.006310592411500585,9.049045791993706e-09,0.01086301056446004,7.91193042484603e-09,0.01801877726289331
  ,  ,1e-08,-0.1844331059042084,9.249045791993706e-09,-0.1848422796339855,8.11193042484603e-09,-0.1852055115763773,  ,  ,1e-08,0.006202942945029921,9.249045791993706e-09,0.01055507839331468,8.11193042484603e-09,0.01749094408430928
  ,  ,  ,  ,9.449045791993706e-09,-0.1848373804179958,8.31193042484603e-09,-0.1851862553466675,  ,  ,  ,  ,9.449045791993706e-09,0.01025447979317202,8.31193042484603e-09,0.01698475614763981
  ,  ,  ,  ,9.649045791993706e-09,-0.1848335877828181,8.51193042484603e-09,-0.185170040235791,  ,  ,  ,  ,9.649045791993706e-09,0.009965744643833397,8.51193042484603e-09,0.01648879735970946
  ,  ,  ,  ,9.849045791993706e-09,-0.1848305128987557,8.711930424846031e-09,-0.1851562032154536,  ,  ,  ,  ,9.849045791993706e-09,0.009683967893400262,8.711930424846031e-09,0.0160136337883625
  ,  ,  ,  ,1e-08,-0.1848286131573638,8.911930424846031e-09,-0.1851448614315658,  ,  ,  ,  ,1e-08,0.009478909980857474,8.911930424846031e-09,0.01554782098162825
  ,  ,  ,  ,  ,  ,9.111930424846031e-09,-0.1851352312623142,  ,  ,  ,  ,  ,  ,9.111930424846031e-09,0.0151020108273657
  ,  ,  ,  ,  ,  ,9.311930424846031e-09,-0.185127268034738,  ,  ,  ,  ,  ,  ,9.311930424846031e-09,0.0146647165261857
  ,  ,  ,  ,  ,  ,9.511930424846031e-09,-0.185120499479796,  ,  ,  ,  ,  ,  ,9.511930424846031e-09,0.01424660750315575
  ,  ,  ,  ,  ,  ,9.711930424846031e-09,-0.1851149333334362,  ,  ,  ,  ,  ,  ,9.711930424846031e-09,0.01383614560503392
  ,  ,  ,  ,  ,  ,9.855965212423017e-09,-0.1851114142947525,  ,  ,  ,  ,  ,  ,9.855965212423017e-09,0.01355280192005272
  ,  ,  ,  ,  ,  ,1e-08,-0.1851084203105122,  ,  ,  ,  ,  ,  ,1e-08,0.013270221485748
