/I7/MINUS (iin=2e-05) X,/I7/MINUS (iin=2e-05) Y,/I7/MINUS (iin=4e-05) X,/I7/MINUS (iin=4e-05) Y,/I7/MINUS (iin=6e-05) X,/I7/MINUS (iin=6e-05) Y,/I7/MINUS (iin=8e-05) X,/I7/MINUS (iin=8e-05) Y,/vin (iin=2e-05) X,/vin (iin=2e-05) Y,/vin (iin=4e-05) X,/vin (iin=4e-05) Y,/vin (iin=6e-05) X,/vin (iin=6e-05) Y,/vin (iin=8e-05) X,/vin (iin=8e-05) Y,/v_preamp (iin=2e-05) X,/v_preamp (iin=2e-05) Y,/v_preamp (iin=4e-05) X,/v_preamp (iin=4e-05) Y,/v_preamp (iin=6e-05) X,/v_preamp (iin=6e-05) Y,/v_preamp (iin=8e-05) X,/v_preamp (iin=8e-05) Y,/CFD_shaped (iin=2e-05) X,/CFD_shaped (iin=2e-05) Y,/CFD_shaped (iin=4e-05) X,/CFD_shaped (iin=4e-05) Y,/CFD_shaped (iin=6e-05) X,/CFD_shaped (iin=6e-05) Y,/CFD_shaped (iin=8e-05) X,/CFD_shaped (iin=8e-05) Y
1.811161869193047e-09,-1.199718488359919e-05,1.62755783187718e-09,-3.038059715209811e-05,1.605532863983472e-09,-4.672002448781885e-05,1.51024768123679e-09,-6.892190043570155e-05,1.811161869193047e-09,0.7430469648387783,1.62755783187718e-09,0.7398081908746545,1.605532863983472e-09,0.7406095547344979,1.51024768123679e-09,0.7454129932945419,1.811161869193047e-09,0.04878159454897341,1.62755783187718e-09,0.07781364801122641,1.605532863983472e-09,0.1135740661606585,1.51024768123679e-09,0.1814161772840394,1.811161869193047e-09,0.007654395367741848,1.62755783187718e-09,0.02225835043586337,1.605532863983472e-09,0.03294939086571983,1.51024768123679e-09,0.053104733395492
1.870031026347796e-09,-1.097337345482095e-05,1.664133964604932e-09,-2.910838383982847e-05,1.642339282613683e-09,-4.479968960276435e-05,1.550258899847203e-09,-6.61385113149772e-05,1.870031026347796e-09,0.7427667081152061,1.664133964604932e-09,0.7416326119703791,1.642339282613683e-09,0.7419877181422648,1.550258899847203e-09,0.7439957822700348,1.870031026347796e-09,0.05158334827136446,1.664133964604932e-09,0.0697578839283068,1.642339282613683e-09,0.1022229916694831,1.550258899847203e-09,0.1696095902895016,1.870031026347796e-09,0.004187746516430081,1.664133964604932e-09,0.01898832376015983,1.642339282613683e-09,0.02865072283616562,1.550258899847203e-09,0.04959431285447999
1.924767642014889e-09,-1.002143231278454e-05,1.704843065526135e-09,-2.769241511213442e-05,1.68222980201752e-09,-4.271844511212939e-05,1.594584696433159e-09,-6.30549776394324e-05,1.924767642014889e-09,0.7414143934469292,1.704843065526135e-09,0.7437071751213595,1.68222980201752e-09,0.743796993446584,1.594584696433159e-09,0.7433102142964161,1.924767642014889e-09,0.05275732284435578,1.704843065526135e-09,0.06536531755592817,1.68222980201752e-09,0.09362533180101001,1.594584696433159e-09,0.1556559858608354,1.924767642014889e-09,6.439148278819892e-05,1.704843065526135e-09,0.01585378104972095,1.68222980201752e-09,0.02383650353255092,1.594584696433159e-09,0.0451624047062834
1.970610258518858e-09,-9.224169417063342e-06,1.773319277597845e-09,-2.531063382268366e-05,1.729954849635941e-09,-4.022844262769006e-05,1.64092773244485e-09,-5.983111426470611e-05,1.970610258518858e-09,0.7398412972905294,1.773319277597845e-09,0.7457355804054538,1.729954849635941e-09,0.7455987946136411,1.64092773244485e-09,0.7434490712161751,1.970610258518858e-09,0.05132147495058014,1.773319277597845e-09,0.06582544730267557,1.729954849635941e-09,0.08788820427943367,1.64092773244485e-09,0.1415348027113091,1.970610258518858e-09,-0.002962369272997079,1.773319277597845e-09,0.009266692055255673,1.729954849635941e-09,0.01652986913161246,1.64092773244485e-09,0.0396579288419272
2.020738645861106e-09,-8.352371376328591e-06,1.825573459717331e-09,-2.349309705331024e-05,1.76883884569785e-09,-3.819971239837304e-05,1.690131734571478e-09,-5.640822716024499e-05,2.020738645861106e-09,0.7382955706686675,1.825573459717331e-09,0.7453171428057042,1.76883884569785e-09,0.7462707089595191,1.690131734571478e-09,0.7441663366070118,2.020738645861106e-09,0.04681062148307955,1.825573459717331e-09,0.0687919295739555,1.76883884569785e-09,0.08586572202010902,1.690131734571478e-09,0.1277395447799029,2.020738645861106e-09,-0.005251158138026065,1.825573459717331e-09,0.001648429253822161,1.76883884569785e-09,0.009229135631645581,1.690131734571478e-09,0.03165467251188098
2.085661841950226e-09,-7.223272313909113e-06,1.86891860829935e-09,-2.198543971132695e-05,1.816134059580049e-09,-3.573213602191051e-05,1.74363842177977e-09,-5.268602283271162e-05,2.085661841950226e-09,0.7373824162324647,1.86891860829935e-09,0.7435697124335328,1.816134059580049e-09,0.7457279935627198,1.74363842177977e-09,0.7449634358106991,2.085661841950226e-09,0.03880527542283677,1.86891860829935e-09,0.06923694252241518,1.816134059580049e-09,0.08225833079802987,1.74363842177977e-09,0.1128643049948691,2.085661841950226e-09,-0.005567393215358684,1.86891860829935e-09,-0.006619898141846347,1.816134059580049e-09,-0.004491149279423961,1.74363842177977e-09,0.01736254953842285
2.135003999871714e-09,-6.365147828318023e-06,1.906719428757946e-09,-2.067062856494099e-05,1.854730548473528e-09,-3.371840616659856e-05,1.820923920249436e-09,-4.730964033047401e-05,2.135003999871714e-09,0.7377286328071923,1.906719428757946e-09,0.741368487157601,1.854730548473528e-09,0.7442282254245877,1.820923920249436e-09,0.744915835885742,2.135003999871714e-09,0.03343326214575673,1.906719428757946e-09,0.06581441336005099,1.854730548473528e-09,0.07607569569346538,1.820923920249436e-09,0.08491892492153454,2.135003999871714e-09,-0.003907940056077017,1.906719428757946e-09,-0.01490042772743849,1.854730548473528e-09,-0.01890307589991921,1.820923920249436e-09,-0.01985721485266428
2.183149245999966e-09,-5.527839200000584e-06,1.942824100643018e-09,-1.941481389067763e-05,1.891927570110618e-09,-3.177769199422861e-05,1.879369028409411e-09,-4.324389367586704e-05,2.183149245999966e-09,0.7387462067113363,1.942824100643018e-09,0.7391710644032501,1.891927570110618e-09,0.7422012253082888,1.879369028409411e-09,0.7436484465801484,2.183149245999966e-09,0.0306433764286127,1.942824100643018e-09,0.05924361162857159,1.891927570110618e-09,0.06702741805977204,1.879369028409411e-09,0.06071609525370922,2.183149245999966e-09,-0.000998247456830184,1.942824100643018e-09,-0.02160500284040446,1.891927570110618e-09,-0.03303342940042418,1.879369028409411e-09,-0.0519623307181136
2.228990518349942e-09,-4.730599680870578e-06,1.990427024070452e-09,-1.775906003233209e-05,1.928676098499156e-09,-2.986037746960925e-05,1.927436802788958e-09,-3.990004850163767e-05,2.228990518349942e-09,0.7399854635874754,1.990427024070452e-09,0.736978136808401,1.928676098499156e-09,0.7401056781659994,1.927436802788958e-09,0.7421030510629403,2.228990518349942e-09,0.03055952762589539,1.990427024070452e-09,0.04652921592211259,1.928676098499156e-09,0.05635316337056917,1.927436802788958e-09,0.04450566767879005,2.228990518349942e-09,0.00204065761985029,1.990427024070452e-09,-0.02848520481521662,1.928676098499156e-09,-0.04370431954879504,1.927436802788958e-09,-0.06909453060917772
2.303390497966172e-09,-3.436686991892666e-06,2.02642494509079e-09,-1.65069584316247e-05,1.977405814069224e-09,-2.731795752682308e-05,1.973595075336964e-09,-3.668903823742856e-05,2.303390497966172e-09,0.7415254195995576,2.02642494509079e-09,0.7362402563531,1.977405814069224e-09,0.7380038189774011,1.973595075336964e-09,0.7407075391325064,2.303390497966172e-09,0.03436182170454002,2.02642494509079e-09,0.03614133985622042,1.977405814069224e-09,0.0404415674507074,1.973595075336964e-09,0.03241040280568504,2.303390497966172e-09,0.005961031942304437,2.02642494509079e-09,-0.03031036068459597,1.977405814069224e-09,-0.05328533360589979,1.973595075336964e-09,-0.07724445727957122
2.357955518852507e-09,-2.487730106912917e-06,2.065332078394496e-09,-1.515366683845232e-05,2.031211091953427e-09,-2.451072563721249e-05,2.045777505141345e-09,-3.166765181625424e-05,2.357955518852507e-09,0.7418054280647643,2.065332078394496e-09,0.7365093517870244,2.031211091953427e-09,0.7372994318994209,2.045777505141345e-09,0.7396264109681043,2.357955518852507e-09,0.03909554622088028,2.065332078394496e-09,0.02692347773030139,2.031211091953427e-09,0.02486413882505596,2.045777505141345e-09,0.0199944285392625,2.357955518852507e-09,0.007705019337040384,2.065332078394496e-09,-0.02907467784131879,2.031211091953427e-09,-0.05494659330650741,2.045777505141345e-09,-0.07564426087991237
2.420005332465068e-09,-1.408602913650988e-06,2.100316923384769e-09,-1.39368026648776e-05,2.070427654206105e-09,-2.246464412837711e-05,2.098573127487792e-09,-2.799491287041445e-05,2.420005332465068e-09,0.7409855990263139,2.100316923384769e-09,0.7375619977822711,2.070427654206105e-09,0.7379681136240624,2.098573127487792e-09,0.7398662111459116,2.420005332465068e-09,0.04409652468563426,2.100316923384769e-09,0.02160533040569826,2.070427654206105e-09,0.0177698258035012,2.098573127487792e-09,0.01555059083343862,2.420005332465068e-09,0.008632920949933677,2.100316923384769e-09,-0.02547226032348198,2.070427654206105e-09,-0.05060310938115261,2.098573127487792e-09,-0.06827050687876053
2.460502666232534e-09,-7.043014568254874e-07,2.13626952837742e-09,-1.268627727382888e-05,2.107869917417321e-09,-2.051113474344414e-05,2.147676491939406e-09,-2.457902664769347e-05,2.460502666232534e-09,0.7399261127617891,2.13626952837742e-09,0.7391551914594584,2.107869917417321e-09,0.7393056291572115,2.147676491939406e-09,0.7406375262299069,2.460502666232534e-09,0.04622199810589824,2.13626952837742e-09,0.01981383374576054,2.107869917417321e-09,0.01478297266591644,2.147676491939406e-09,0.01483236765108705,2.460502666232534e-09,0.009014526910437942,2.13626952837742e-09,-0.02013702382356922,2.107869917417321e-09,-0.04416151432984745,2.147676491939406e-09,-0.05923521726253238
2.501e-09,0,2.182627398526423e-09,-1.107382961647225e-05,2.145748006259392e-09,-1.853488662994476e-05,2.196131340733667e-09,-2.120825455765796e-05,2.501e-09,0.7387090432135979,2.182627398526423e-09,0.7413599397807984,2.145748006259392e-09,0.7409555368686743,2.196131340733667e-09,0.7414613280052468,2.501e-09,0.04644938723395723,2.182627398526423e-09,0.02198448898014514,2.145748006259392e-09,0.01584667349632555,2.196131340733667e-09,0.01786525911199865,2.501e-09,0.00937627712830779,2.182627398526423e-09,-0.01292354796372315,2.145748006259392e-09,-0.03628551118636272,2.196131340733667e-09,-0.04923404760707123
2.526987675498319e-09,0,2.24933230955014e-09,-8.753658798256008e-06,2.197739996019043e-09,-1.582226107726734e-05,2.267810257696536e-09,-1.622189511676269e-05,2.526987675498319e-09,0.7380973841171869,2.24933230955014e-09,0.7435477314795905,2.197739996019043e-09,0.7429090851751743,2.267810257696536e-09,0.7418845148331509,2.526987675498319e-09,0.04516541658375264,2.24933230955014e-09,0.03085998328187764,2.197739996019043e-09,0.02218518199515874,2.267810257696536e-09,0.02683870504060119,2.526987675498319e-09,0.009461813434604168,2.24933230955014e-09,-0.004652287912742717,2.197739996019043e-09,-0.0259034943315871,2.267810257696536e-09,-0.03388234313176774
2.578963026494955e-09,0,2.302375736754185e-09,-6.908670025941395e-06,2.243633347546167e-09,-1.34278253454174e-05,2.333199193198932e-09,-1.167309960355257e-05,2.578963026494955e-09,0.7372709752138805,2.302375736754185e-09,0.7437015671211565,2.243633347546167e-09,0.7437423751573674,2.333199193198932e-09,0.741039382790982,2.578963026494955e-09,0.04203446376505401,2.302375736754185e-09,0.04067737670494299,2.243633347546167e-09,0.03103596449212113,2.333199193198932e-09,0.03750784807051184,2.578963026494955e-09,0.01032393959273832,2.302375736754185e-09,4.629655658647555e-05,2.243633347546167e-09,-0.01776913320735617,2.333199193198932e-09,-0.01874320290191993
2.618401210624484e-09,0,2.353804126753203e-09,-5.119856460758152e-06,2.295049230551298e-09,-1.074525753645399e-05,2.386862712163718e-09,-7.939985240784837e-06,2.618401210624484e-09,0.7372069824740688,2.353804126753203e-09,0.7422690421232604,2.295049230551298e-09,0.7432383266653587,2.386862712163718e-09,0.7395867648814801,2.618401210624484e-09,0.03908456008101163,2.353804126753203e-09,0.04935043864965625,2.295049230551298e-09,0.0415096768197172,2.386862712163718e-09,0.04544212210075407,2.618401210624484e-09,0.0112572429030702,2.353804126753203e-09,0.002627687195738388,2.295049230551298e-09,-0.01095149521267253,2.386862712163718e-09,-0.00569017272047615
2.665972317468594e-09,0,2.396020190762358e-09,-3.651471625657117e-06,2.337947171061298e-09,-8.507104118540963e-06,2.439762553914787e-09,-4.259996249406106e-06,2.665972317468594e-09,0.7377529388176256,2.396020190762358e-09,0.7401889496645837,2.337947171061298e-09,0.7416881987859351,2.439762553914787e-09,0.7379505402974007,2.665972317468594e-09,0.03592563200241332,2.396020190762358e-09,0.05337232921735984,2.337947171061298e-09,0.0487878478506087,2.439762553914787e-09,0.04993769701335942,2.665972317468594e-09,0.0124611129875225,2.396020190762358e-09,0.003648666243696068,2.337947171061298e-09,-0.006427920712298601,2.439762553914787e-09,0.005972712765492408
2.715560390479824e-09,0,2.436921515927806e-09,-2.228816837293686e-06,2.379343853752771e-09,-6.347277195507581e-06,2.470381276957394e-09,-2.129998124703039e-06,2.715560390479824e-09,0.738811552336163,2.436921515927806e-09,0.7379356770954787,2.379343853752771e-09,0.7395748616896369,2.470381276957394e-09,0.7370956450078447,2.715560390479824e-09,0.03414981656773146,2.436921515927806e-09,0.05341547711365019,2.379343853752771e-09,0.05276404700737392,2.470381276957394e-09,0.05026626527256347,2.715560390479824e-09,0.01363231000794698,2.436921515927806e-09,0.004584740643103418,2.379343853752771e-09,-0.002471934827667555,2.470381276957394e-09,0.01123428617330246
2.77236359234404e-09,0,2.468960757963903e-09,-1.114408418646833e-06,2.419132384817137e-09,-4.271353835627641e-06,2.501e-09,0,2.77236359234404e-09,0.7401831678084082,2.468960757963903e-09,0.7363528051280411,2.419132384817137e-09,0.7374584755470734,2.501e-09,0.7364189173844841,2.77236359234404e-09,0.03404617951253334,2.468960757963903e-09,0.05091329126014073,2.419132384817137e-09,0.05307823652178657,2.501e-09,0.04876699924034056,2.77236359234404e-09,0.0142288864745669,2.468960757963903e-09,0.00574632943084124,2.419132384817137e-09,0.001469494234256586,2.501e-09,0.01480648949482562
2.860391382750122e-09,0,2.501e-09,0,2.460066192408569e-09,-2.1356769178138e-06,2.531584196765281e-09,0,2.860391382750122e-09,0.741509455273645,2.501e-09,0.7352111577345583,2.460066192408569e-09,0.7357107366110839,2.531584196765281e-09,0.7363414396569499,2.860391382750122e-09,0.03804407418984011,2.501e-09,0.04655130262503056,2.460066192408569e-09,0.04986262717506953,2.531584196765281e-09,0.04652442239673719,2.860391382750122e-09,0.0145584272370388,2.501e-09,0.007003507139284154,2.460066192408569e-09,0.005477692537267815,2.531584196765281e-09,0.01792975421734366
2.947632406003601e-09,0,2.549519879704389e-09,0,2.501e-09,0,2.569998857001222e-09,0,2.947632406003601e-09,0.7411251963308061,2.549519879704389e-09,0.7353950359447092,2.501e-09,0.734734268825169,2.569998857001222e-09,0.7365800235963691,2.947632406003601e-09,0.04385710986771262,2.549519879704389e-09,0.03980921795503149,2.501e-09,0.0442947695381191,2.569998857001222e-09,0.04365109536165331,2.947632406003601e-09,0.01366526939258524,2.549519879704389e-09,0.01009407363823052,2.501e-09,0.009213419451101388,2.569998857001222e-09,0.02086236990459651
3.01224039344266e-09,0,2.579857404455234e-09,0,2.540643919533241e-09,0,2.629187861949271e-09,0,3.01224039344266e-09,0.7398422278272743,2.579857404455234e-09,0.735759799954724,2.540643919533241e-09,0.7352408304705933,2.629187861949271e-09,0.7379532300838348,3.01224039344266e-09,0.04664609121217732,2.579857404455234e-09,0.03636472100833536,2.540643919533241e-09,0.03945477608526946,2.629187861949271e-09,0.04030895721876192,3.01224039344266e-09,0.01296015507618769,2.579857404455234e-09,0.01228800901509991,2.540643919533241e-09,0.01302047916812248,2.629187861949271e-09,0.02380010373962378
3.071795885497881e-09,0,2.633173381583066e-09,0,2.574102387179126e-09,0,2.685464108145626e-09,0,3.071795885497881e-09,0.738522438162262,2.633173381583066e-09,0.7373398570584969,2.574102387179126e-09,0.7359548664808605,2.685464108145626e-09,0.739786994125391,3.071795885497881e-09,0.04642491833237732,2.633173381583066e-09,0.03276893257022927,2.574102387179126e-09,0.03623945772860598,2.685464108145626e-09,0.03971334013020483,3.071795885497881e-09,0.01289055477294847,2.633173381583066e-09,0.01594273930493801,2.574102387179126e-09,0.01610461101196609,2.685464108145626e-09,0.02557287587840904
3.132878829274063e-09,0,2.683174546025359e-09,0,2.637897901190578e-09,0,2.763094240862159e-09,0,3.132878829274063e-09,0.7376976443975761,2.683174546025359e-09,0.7393810069679904,2.637897901190578e-09,0.7383587778755891,2.763094240862159e-09,0.7418428174995758,3.132878829274063e-09,0.04341245338545702,2.683174546025359e-09,0.03184593074761639,2.637897901190578e-09,0.0335450234926978,2.763094240862159e-09,0.04301256258811183,3.132878829274063e-09,0.01306000506700804,2.683174546025359e-09,0.01800790103245664,2.637897901190578e-09,0.02039751827853411,2.763094240862159e-09,0.02627220909728404
3.207144105975531e-09,0,2.752850158955747e-09,0,2.68883531156102e-09,0,2.850214539734182e-09,0,3.207144105975531e-09,0.737879599658308,2.752850158955747e-09,0.741936150856223,2.68883531156102e-09,0.7405977704857848,2.850214539734182e-09,0.7421974223032913,3.207144105975531e-09,0.03839078829869032,2.752850158955747e-09,0.03407555932075396,2.68883531156102e-09,0.03400763010996526,2.850214539734182e-09,0.05006994258278238,3.207144105975531e-09,0.01339423521097967,2.752850158955747e-09,0.01844564819403418,2.68883531156102e-09,0.02191276458588899,2.850214539734182e-09,0.02474320512782354
3.265030657203909e-09,0,2.825777207631286e-09,0,2.764427578140873e-09,0,2.916674562309097e-09,0,3.265030657203909e-09,0.738780419459406,2.825777207631286e-09,0.7430710478539435,2.764427578140873e-09,0.7429420797705856,2.916674562309097e-09,0.7408288075390795,3.265030657203909e-09,0.03560403380043629,2.825777207631286e-09,0.04031825568963442,2.764427578140873e-09,0.03862364512334585,2.916674562309097e-09,0.05461674211546012,3.265030657203909e-09,0.01351881105291128,2.825777207631286e-09,0.01678027976799354,2.764427578140873e-09,0.02132590839003084,2.916674562309097e-09,0.02225568415921609
3.320356342075961e-09,0,2.896564711695571e-09,0,2.837875600222787e-09,0,2.973155646454586e-09,0,3.320356342075961e-09,0.739881050780292,2.896564711695571e-09,0.7420287809501172,2.837875600222787e-09,0.7430577420529696,2.973155646454586e-09,0.7390468344303222,3.320356342075961e-09,0.0345765492174607,2.896564711695571e-09,0.04788173701494737,2.837875600222787e-09,0.04659999677069247,2.973155646454586e-09,0.05467266962492959,3.320356342075961e-09,0.01327381395204043,2.896564711695571e-09,0.01437803448496173,2.837875600222787e-09,0.01891810666589186,2.973155646454586e-09,0.01948206197541271
3.406559432468105e-09,0,2.950271667781899e-09,0,2.899539212436546e-09,0,3.024183578478389e-09,0,3.406559432468105e-09,0.7410678174374488,2.950271667781899e-09,0.7400709680024695,2.899539212436546e-09,0.7413057446101952,3.024183578478389e-09,0.7376225914132082,3.406559432468105e-09,0.03694740895372045,2.950271667781899e-09,0.05180876723628512,2.899539212436546e-09,0.05316335094943726,3.024183578478389e-09,0.05161490468700949,3.406559432468105e-09,0.01298631491578815,2.950271667781899e-09,0.01326602438154918,2.899539212436546e-09,0.01693970720828405,3.024183578478389e-09,0.01782441659239901
3.469284358047864e-09,0,2.99718251453027e-09,0,2.948663001933634e-09,0,3.076873507939839e-09,0,3.469284358047864e-09,0.7411202555307883,2.99718251453027e-09,0.7381739932584958,2.948663001933634e-09,0.7391920860446355,3.076873507939839e-09,0.7369094576979348,3.469284358047864e-09,0.04049687580583126,2.99718251453027e-09,0.05192131250489016,2.948663001933634e-09,0.05526562120052987,3.076873507939839e-09,0.0461148219959328,3.469284358047864e-09,0.01267652907019796,2.99718251453027e-09,0.01306770660531897,2.948663001933634e-09,0.01594509447819363,3.076873507939839e-09,0.01674286159361971
3.535797928099015e-09,0,3.046006154877368e-09,0,2.992958146513641e-09,0,3.139857408563604e-09,0,3.535797928099015e-09,0.7403308920145311,3.046006154877368e-09,0.7367053332234866,2.992958146513641e-09,0.7373914694371425,3.139857408563604e-09,0.7372957401198558,3.535797928099015e-09,0.04386038767665688,3.046006154877368e-09,0.0488463332227885,2.992958146513641e-09,0.05371566698883603,3.139857408563604e-09,0.0393992280101058,3.535797928099015e-09,0.01219074879487776,3.046006154877368e-09,0.01394432106079921,2.992958146513641e-09,0.01565189505878862,3.139857408563604e-09,0.01600423994121943
3.601814885512849e-09,0,3.090026135270002e-09,0,3.059931419374664e-09,0,3.185034642598282e-09,0,3.601814885512849e-09,0.7391369404588559,3.090026135270002e-09,0.7362165897887024,3.059931419374664e-09,0.7360072539657417,3.185034642598282e-09,0.7382619945349858,3.601814885512849e-09,0.04489182977174373,3.090026135270002e-09,0.04383048751700635,3.059931419374664e-09,0.0464907738251485,3.185034642598282e-09,0.03588342521689453,3.601814885512849e-09,0.0119188852820655,3.090026135270002e-09,0.0144078313081019,3.059931419374664e-09,0.01603662784003405,3.185034642598282e-09,0.01580746636053029
3.660694532900311e-09,0,3.137723097401278e-09,0,3.113470106978585e-09,0,3.245633685593203e-09,0,3.660694532900311e-09,0.738253497075117,3.137723097401278e-09,0.7366528661700154,3.113470106978585e-09,0.7363708379164158,3.245633685593203e-09,0.7398812026439057,3.660694532900311e-09,0.0433701020929008,3.137723097401278e-09,0.03800995629347143,3.113470106978585e-09,0.03926103926707479,3.245633685593203e-09,0.03401889614996492,3.660694532900311e-09,0.01196100324079883,3.137723097401278e-09,0.01460264457896528,3.113470106978585e-09,0.01590545904920317,3.245633685593203e-09,0.01531316613945161
3.726529390996388e-09,0,3.178818417188474e-09,0,3.155570294156667e-09,0,3.303728383836444e-09,0,3.726529390996388e-09,0.7379882671530745,3.178818417188474e-09,0.7376804026944865,3.155570294156667e-09,0.7374522679437371,3.303728383836444e-09,0.7412175256491226,3.726529390996388e-09,0.03994241056380909,3.178818417188474e-09,0.03414655765141051,3.155570294156667e-09,0.03466116644667765,3.303728383836444e-09,0.03522167955316515,3.726529390996388e-09,0.01224789790851564,3.178818417188474e-09,0.0146263659930786,3.155570294156667e-09,0.01569188591460542,3.303728383836444e-09,0.0148125948843473
3.800133981203832e-09,0,3.230859648772308e-09,0,3.203636031896471e-09,0,3.373825469498586e-09,0,3.800133981203832e-09,0.7386178835592804,3.230859648772308e-09,0.739377101708754,3.203636031896471e-09,0.7391142670085649,3.373825469498586e-09,0.7418208729436647,3.800133981203832e-09,0.03660991689084933,3.230859648772308e-09,0.03162999430245007,3.203636031896471e-09,0.03190613177134385,3.373825469498586e-09,0.03986381068941763,3.800133981203832e-09,0.01284521712345593,3.230859648772308e-09,0.01440992005507263,3.203636031896471e-09,0.01541671862930322,3.373825469498586e-09,0.01436674250289223
3.85636064395816e-09,0,3.292859197740945e-09,0,3.258035370289997e-09,0,3.429619066238163e-09,0,3.85636064395816e-09,0.7395106712255678,3.292859197740945e-09,0.7412758522561743,3.258035370289997e-09,0.7409823252739693,3.429619066238163e-09,0.7413081107884859,3.85636064395816e-09,0.03551651342061162,3.292859197740945e-09,0.03261343997214328,3.258035370289997e-09,0.03209032021241091,3.429619066238163e-09,0.04440966580780361,3.85636064395816e-09,0.01309463225839846,3.292859197740945e-09,0.01434984000365364,3.258035370289997e-09,0.01528120438770206,3.429619066238163e-09,0.01391991141516992
3.932494700126151e-09,0,3.374181492181301e-09,0,3.327466084171598e-09,0,3.486731274305963e-09,0,3.932494700126151e-09,0.7405596403654069,3.374181492181301e-09,0.742365809476072,3.327466084171598e-09,0.7424341183818788,3.486731274305963e-09,0.7400452348820497,3.932494700126151e-09,0.03670173070614283,3.374181492181301e-09,0.03880319488239027,3.327466084171598e-09,0.03666928948352486,3.486731274305963e-09,0.04766618090471889,3.932494700126151e-09,0.01338191294060362,3.374181492181301e-09,0.01407813012966697,3.327466084171598e-09,0.0149494124385583,3.486731274305963e-09,0.01363356404208972
4.032494700126151e-09,0,3.443749578894171e-09,0,3.383091358693864e-09,0,3.542254012004821e-09,0,4.032494700126151e-09,0.7408181085450019,3.443749578894171e-09,0.741558014346823,3.383091358693864e-09,0.7423935698457366,3.542254012004821e-09,0.7386358826867664,4.032494700126151e-09,0.04080931414817961,3.443749578894171e-09,0.04563658327181031,3.383091358693864e-09,0.04253249085032797,3.542254012004821e-09,0.04824566547114991,4.032494700126151e-09,0.01291484828234477,3.443749578894171e-09,0.01339773864861238,3.383091358693864e-09,0.01443695983269716,3.542254012004821e-09,0.01397741853064466
4.106614632816349e-09,0,3.502272301576692e-09,0,3.442411324462094e-09,0,3.601184393373758e-09,0,4.106614632816349e-09,0.7400370337326324,3.502272301576692e-09,0.7398651935727818,3.442411324462094e-09,0.7410952196411145,3.601184393373758e-09,0.7375974234089195,4.106614632816349e-09,0.04359081570387614,3.502272301576692e-09,0.04906408320092129,3.442411324462094e-09,0.04826340237627377,3.601184393373758e-09,0.04586271055563656,4.106614632816349e-09,0.01244502798228883,3.502272301576692e-09,0.01260299529373986,3.442411324462094e-09,0.01359750097089922,3.601184393373758e-09,0.01480443937855189
4.179396129671298e-09,0,3.552775655015829e-09,0,3.493635110553409e-09,0,3.656634957823055e-09,0,4.179396129671298e-09,0.738976578453667,3.552775655015829e-09,0.7382730999374492,3.493635110553409e-09,0.7393658658538059,3.656634957823055e-09,0.7374544638493182,4.179396129671298e-09,0.04409749186656961,3.552775655015829e-09,0.04870740251797041,3.493635110553409e-09,0.05026104927082307,3.656634957823055e-09,0.04213318931365395,4.179396129671298e-09,0.01242886839779152,3.552775655015829e-09,0.01224061412404034,3.493635110553409e-09,0.01283482941943536,3.656634957823055e-09,0.01580080790843465
4.246432190557854e-09,0,3.609383489465326e-09,0,3.540458566870667e-09,0,3.714171415241664e-09,0,4.246432190557854e-09,0.738318285812417,3.609383489465326e-09,0.7370816096309357,3.540458566870667e-09,0.7378392905614122,3.714171415241664e-09,0.7381387631422366,4.246432190557854e-09,0.04217896491783791,3.609383489465326e-09,0.04499887644039826,3.540458566870667e-09,0.04934779110810813,3.714171415241664e-09,0.03877578289233032,4.246432190557854e-09,0.01262023430700912,3.609383489465326e-09,0.01241447993291592,3.540458566870667e-09,0.01297357583105878,3.714171415241664e-09,0.01685581878703207
4.314813817294696e-09,0,3.65780021321297e-09,0,3.598015167566066e-09,0,3.765657626870786e-09,0,4.314813817294696e-09,0.7383692829199736,3.65780021321297e-09,0.7369153429360726,3.598015167566066e-09,0.7367800937949031,3.765657626870786e-09,0.7392136852871921,4.314813817294696e-09,0.03916220997977155,3.65780021321297e-09,0.04043313461901432,3.598015167566066e-09,0.04467857909375215,3.765657626870786e-09,0.03736210303216494,4.314813817294696e-09,0.01294590607559155,3.65780021321297e-09,0.0129495460511007,3.598015167566066e-09,0.01326763086545698,3.765657626870786e-09,0.0176828764520687
4.386895203707634e-09,0,3.708459779792414e-09,0,3.639251363532225e-09,0,3.832721769167107e-09,0,4.386895203707634e-09,0.7390787797208023,3.708459779792414e-09,0.737573104571752,3.639251363532225e-09,0.73676564359074,3.832721769167107e-09,0.7405959830405974,4.386895203707634e-09,0.03680059506960353,3.708459779792414e-09,0.036276815483612,3.639251363532225e-09,0.04050932510274692,3.832721769167107e-09,0.03815990452955757,4.386895203707634e-09,0.01312315078997972,3.708459779792414e-09,0.01372168487350054,3.639251363532225e-09,0.01388140994182079,3.832721769167107e-09,0.01825226375130499
