/v_preamp (iin=2e-05) X,/v_preamp (iin=2e-05) Y,/v_preamp (iin=4e-05) X,/v_preamp (iin=4e-05) Y,/v_preamp (iin=6e-05) X,/v_preamp (iin=6e-05) Y,/v_preamp (iin=8e-05) X,/v_preamp (iin=8e-05) Y,/CFD_shaped (iin=2e-05) X,/CFD_shaped (iin=2e-05) Y,/CFD_shaped (iin=4e-05) X,/CFD_shaped (iin=4e-05) Y,/CFD_shaped (iin=6e-05) X,/CFD_shaped (iin=6e-05) Y,/CFD_shaped (iin=8e-05) X,/CFD_shaped (iin=8e-05) Y,/vin (iin=2e-05) X,/vin (iin=2e-05) Y,/vin (iin=4e-05) X,/vin (iin=4e-05) Y,/vin (iin=6e-05) X,/vin (iin=6e-05) Y,/vin (iin=8e-05) X,/vin (iin=8e-05) Y,/I7/MINUS (iin=2e-05) X,/I7/MINUS (iin=2e-05) Y,/I7/MINUS (iin=4e-05) X,/I7/MINUS (iin=4e-05) Y,/I7/MINUS (iin=6e-05) X,/I7/MINUS (iin=6e-05) Y,/I7/MINUS (iin=8e-05) X,/I7/MINUS (iin=8e-05) Y
1.887390991845649e-09,0.03964000835813656,1.712696666730482e-09,0.06007484584530501,1.615106093055051e-09,0.1064594979779945,1.564162188495952e-09,0.1548038659028375,1.887390991845649e-09,-0.01232324164115719,1.712696666730482e-09,0.004733941141939542,1.615106093055051e-09,0.02626987780850056,1.564162188495952e-09,0.04128459322598832,1.887390991845649e-09,0.7374361197201154,1.712696666730482e-09,0.7392346149196577,1.615106093055051e-09,0.7380498979165079,1.564162188495952e-09,0.7417981562778574,1.887390991845649e-09,-1.067146101138001e-05,1.712696666730482e-09,-2.741924637459194e-05,1.615106093055051e-09,-4.622055166669301e-05,1.564162188495952e-09,-6.517132601767289e-05
1.937815371354565e-09,0.03755981478888772,1.782738658655014e-09,0.05168815456756728,1.658307617448468e-09,0.09473399864713625,1.61391611470257e-09,0.1411546946381296,1.937815371354565e-09,-0.01682226499092894,1.782738658655014e-09,-0.01262180603181544,1.658307617448468e-09,0.01843870760713357,1.61391611470257e-09,0.03482162122682827,1.937815371354565e-09,0.7362284940311774,1.782738658655014e-09,0.7402890638636422,1.658307617448468e-09,0.738957390696441,1.61391611470257e-09,0.740865731381355,1.937815371354565e-09,-9.794515280790167e-06,1.782738658655014e-09,-2.498300317721691e-05,1.658307617448468e-09,-4.396655908964514e-05,1.61391611470257e-09,-6.171018332503864e-05
1.988754261160829e-09,0.03477711266817581,1.832657264637339e-09,0.04503097257723646,1.707249787932139e-09,0.08173911566739782,1.666071491132667e-09,0.1231540432865612,1.988754261160829e-09,-0.01856733706234763,1.832657264637339e-09,-0.02848859415566354,1.707249787932139e-09,0.004806646506467362,1.666071491132667e-09,0.02126932126304567,1.988754261160829e-09,0.7349260439419663,1.832657264637339e-09,0.73959258445805,1.707249787932139e-09,0.740045494357127,1.666071491132667e-09,0.7405195624086308,1.988754261160829e-09,-8.908621545029068e-06,1.832657264637339e-09,-2.324670383870124e-05,1.707249787932139e-09,-4.1413054542671e-05,1.666071491132667e-09,-5.808198322555358e-05
2.051348017461424e-09,0.03191647790323286,1.879055904746196e-09,0.0367635289255125,1.779158664233589e-09,0.05859251892627933,1.723159441329747e-09,0.09610414134880584,2.051348017461424e-09,-0.01535578140417442,1.879055904746196e-09,-0.04340161653724067,1.779158664233589e-09,-0.02813323522719297,1.723159441329747e-09,-0.006629201959064599,2.051348017461424e-09,0.7339348448389375,1.879055904746196e-09,0.7379713702798472,1.779158664233589e-09,0.7405422062155793,1.723159441329747e-09,0.7404514937347069,2.051348017461424e-09,-7.820034478931759e-06,1.879055904746196e-09,-2.16328380957845e-05,1.779158664233589e-09,-3.766128708346494e-05,1.723159441329747e-09,-5.411064755966975e-05
2.118322503836226e-09,0.03069235354488701,1.918906705413446e-09,0.02937860226629583,1.835168471112559e-09,0.03696868292899388,1.793725546755949e-09,0.05248443013719849,2.118322503836226e-09,-0.008293804401244841,1.918906705413446e-09,-0.05222142625130634,1.835168471112559e-09,-0.06018999359533153,1.793725546755949e-09,-0.05896189909184321,2.118322503836226e-09,0.7340160977703805,1.918906705413446e-09,0.7362473169699538,1.835168471112559e-09,0.7396066134473551,1.793725546755949e-09,0.740100245893449,2.118322503836226e-09,-6.655260802848235e-06,1.918906705413446e-09,-2.024672328996711e-05,1.835168471112559e-09,-3.473903628977954e-05,1.793725546755949e-09,-4.920170109523831e-05
2.169867838170985e-09,0.03152653239052006,1.964658317014649e-09,0.02268901099425799,1.88225792065778e-09,0.01993396647607635,1.872787206163659e-09,0.0063224594493977,2.169867838170985e-09,-0.002109593732705544,1.964658317014649e-09,-0.05452461717520459,1.88225792065778e-09,-0.08245850255653694,1.872787206163659e-09,-0.1142364897822652,2.169867838170985e-09,0.7347581872799632,1.964658317014649e-09,0.7345519169436378,1.88225792065778e-09,0.7381031466716996,1.872787206163659e-09,0.7389990102714621,2.169867838170985e-09,-5.758820205722e-06,1.964658317014649e-09,-1.865536288644698e-05,1.88225792065778e-09,-3.228219544394193e-05,1.872787206163659e-09,-4.37017595712237e-05
2.223106306217476e-09,0.03389820090541133,2.004022227516505e-09,0.01733840384201718,1.925702430960441e-09,0.009165290609326917,1.928277703894622e-09,-0.01032845228208786,2.223106306217476e-09,0.003199317339803851,2.004022227516505e-09,-0.05325870038788676,1.925702430960441e-09,-0.09195661701355724,1.928277703894622e-09,-0.1289577314780404,2.223106306217476e-09,0.735729187171081,2.004022227516505e-09,0.7337202784632254,1.925702430960441e-09,0.7366186863494907,1.928277703894622e-09,0.7380136186391719,2.223106306217476e-09,-4.832933804913466e-06,2.004022227516505e-09,-1.728618339073027e-05,1.925702430960441e-09,-3.001552534119436e-05,1.928277703894622e-09,-3.984155103341758e-05
2.295428337190975e-09,0.0385259884418787,2.046865041434614e-09,0.01455904969612118,1.977524296567728e-09,0.001808202610464192,1.979413959438214e-09,-0.01658011716485928,2.295428337190975e-09,0.00798336742376363,2.046865041434614e-09,-0.04620341177403555,1.977524296567728e-09,-0.09193270233860119,1.979413959438214e-09,-0.1295357951334269,2.295428337190975e-09,0.7366055649555964,2.046865041434614e-09,0.7336804207832786,1.977524296567728e-09,0.7353737681564303,1.979413959438214e-09,0.7372936265787243,2.295428337190975e-09,-3.575159353200441e-06,2.046865041434614e-09,-1.579599855879602e-05,1.977524296567728e-09,-2.731177583124897e-05,1.979413959438214e-09,-3.628424629995034e-05
2.352861086644207e-09,0.04305279012973667,2.089680705298054e-09,0.01590378787287252,2.034517525716382e-09,-0.0002800828181448778,2.051551974158439e-09,-0.01591490061550124,2.352861086644207e-09,0.01089771845256697,2.089680705298054e-09,-0.03566796482575705,2.034517525716382e-09,-0.08155504561471327,2.051551974158439e-09,-0.1158926216479834,2.352861086644207e-09,0.7365738013012065,2.089680705298054e-09,0.7344310748993129,2.034517525716382e-09,0.7350858743317532,2.051551974158439e-09,0.7368451629794729,2.352861086644207e-09,-2.576328927926841e-06,2.089680705298054e-09,-1.430675807658942e-05,2.034517525716382e-09,-2.433821604958007e-05,2.051551974158439e-09,-3.126594962376079e-05
2.415151750800967e-09,0.04711743565205344,2.129830577593583e-09,0.01925324076961936,2.08050555580737e-09,0.002716221275149742,2.1179242549333e-09,-0.007729537155460502,2.415151750800967e-09,0.01358015563316141,2.129830577593583e-09,-0.0256241304362008,2.08050555580737e-09,-0.06835638345926649,2.1179242549333e-09,-0.09531383377867308,2.415151750800967e-09,0.735768060155933,2.129830577593583e-09,0.7355740913452533,2.08050555580737e-09,0.7356373815278018,2.1179242549333e-09,0.7368944143767557,2.415151750800967e-09,-1.493013029548402e-06,2.129830577593583e-09,-1.291024077935365e-05,2.08050555580737e-09,-2.193884056657201e-05,2.1179242549333e-09,-2.664874748290087e-05
2.458075875400484e-09,0.04863022463024986,2.181566766597884e-09,0.02601387322368649,2.126407774153985e-09,0.008622330680595477,2.183928794686133e-09,0.006969660950351951,2.458075875400484e-09,0.0153087712571185,2.181566766597884e-09,-0.01446659472838455,2.126407774153985e-09,-0.05424520973920229,2.183928794686133e-09,-0.0676009475685275,2.458075875400484e-09,0.7349180253792489,2.181566766597884e-09,0.7370472712487743,2.126407774153985e-09,0.7365516388175301,2.183928794686133e-09,0.7370031199295146,2.458075875400484e-09,-7.465065147741941e-07,2.181566766597884e-09,-1.111072116181274e-05,2.126407774153985e-09,-1.954394221805293e-05,2.183928794686133e-09,-2.205712732618202e-05
2.501e-09,0.04845218628493922,2.235759398114776e-09,0.03469355629675196,2.178777749803281e-09,0.01854666670002132,2.281254982803921e-09,0.04156473925165871,2.501e-09,0.01668623756878976,2.235759398114776e-09,-0.005133501922748411,2.178777749803281e-09,-0.0381178831971268,2.281254982803921e-09,-0.01303484708950679,2.501e-09,0.7340692887785846,2.235759398114776e-09,0.7379661746648775,2.178777749803281e-09,0.7374798753884622,2.281254982803921e-09,0.7365780060475857,2.501e-09,0,2.235759398114776e-09,-9.225760065573008e-06,2.178777749803281e-09,-1.681159566243753e-05,2.281254982803921e-09,-1.528660989190117e-05
2.586848249199033e-09,0.0451654175522354,2.293168800025732e-09,0.0451149692162169,2.226402378485925e-09,0.02992385744434029,2.366755644994216e-09,0.06947491295501529,2.586848249199033e-09,0.01807206850518616,2.293168800025732e-09,0.003780033644708152,2.226402378485925e-09,-0.02313580398848897,2.366755644994216e-09,0.03065312046387799,2.586848249199033e-09,0.7339045294010357,2.293168800025732e-09,0.7377609146432172,2.226402378485925e-09,0.7378146498496166,2.366755644994216e-09,0.7354865348037022,2.586848249199033e-09,0,2.293168800025732e-09,-7.228911303452811e-06,2.226402378485925e-09,-1.432683242682131e-05,2.366755644994216e-09,-9.338737739532764e-06
2.640076434135041e-09,0.04284373029676519,2.344129548616316e-09,0.05328498870271417,2.284851270703731e-09,0.04551766891432057,2.443579628020485e-09,0.07899103724535023,2.640076434135041e-09,0.01803501756361765,2.344129548616316e-09,0.01114033459090379,2.284851270703731e-09,-0.003827795983661299,2.443579628020485e-09,0.0501119381533413,2.640076434135041e-09,0.7340246521147176,2.344129548616316e-09,0.7365878210660102,2.284851270703731e-09,0.7372891901937308,2.443579628020485e-09,0.7341607113385453,2.640076434135041e-09,0,2.344129548616316e-09,-5.456363526388994e-06,2.284851270703731e-09,-1.127732500676185e-05,2.443579628020485e-09,-3.994460659444498e-06
2.707975076301221e-09,0.0397734658342954,2.391791514414851e-09,0.05851179787837376,2.335858445981388e-09,0.05846742870394597,2.501e-09,0.07657550011799563,2.707975076301221e-09,0.01652278179122624,2.391791514414851e-09,0.0180777593175532,2.335858445981388e-09,0.01348859844468741,2.501e-09,0.05412926451722398,2.707975076301221e-09,0.7346663335693648,2.391791514414851e-09,0.7349947210629416,2.335858445981388e-09,0.7361124604538465,2.501e-09,0.7331982997274782,2.707975076301221e-09,0,2.391791514414851e-09,-3.798556020353017e-06,2.335858445981388e-09,-8.616081079231911e-06,2.501e-09,0
2.794569609255077e-09,0.03761872014648335,2.441457458257345e-09,0.05990232507814463,2.387561039630354e-09,0.06740707473618071,2.541674727633048e-09,0.0733817610332247,2.794569609255077e-09,0.01327838549510452,2.441457458257345e-09,0.02404039635793032,2.387561039630354e-09,0.0283135233499362,2.541674727633048e-09,0.0549091339984271,2.794569609255077e-09,0.7356097925458078,2.441457458257345e-09,0.7333958380188378,2.387561039630354e-09,0.7346309477512798,2.541674727633048e-09,0.7331406385168658,2.794569609255077e-09,0,2.441457458257345e-09,-2.071044930179322e-06,2.387561039630354e-09,-5.9185544540685e-06,2.541674727633048e-09,0
2.893952212240175e-09,0.0370629564455934,2.501e-09,0.0565664526345876,2.448761003293744e-09,0.0692875667358038,2.60090176277117e-09,0.06730657484085234,2.893952212240175e-09,0.008585235117999487,2.501e-09,0.02859587992422735,2.448761003293744e-09,0.03825300477543965,2.60090176277117e-09,0.05269082203793805,2.893952212240175e-09,0.735962212696706,2.501e-09,0.7322000023067139,2.448761003293744e-09,0.7331358243376183,2.60090176277117e-09,0.7335245133447262,2.893952212240175e-09,0,2.501e-09,0,2.448761003293744e-09,-2.725512871630749e-06,2.60090176277117e-09,0
2.984866807108011e-09,0.03763837615080316,2.556820357295965e-09,0.05215652492367306,2.501e-09,0.06543403719002133,2.678022018233742e-09,0.05938411004817092,2.984866807108011e-09,0.006069911478981121,2.556820357295965e-09,0.03038414070296417,2.501e-09,0.041611624920477,2.678022018233742e-09,0.04580560912935122,2.984866807108011e-09,0.7353750210764878,2.556820357295965e-09,0.7327069159690787,2.501e-09,0.732413242947185,2.678022018233742e-09,0.7349056985174113,2.984866807108011e-09,0,2.556820357295965e-09,0,2.501e-09,0,2.678022018233742e-09,0
3.06336311733923e-09,0.03841609477530597,2.598538270991949e-09,0.04824806702714327,2.531989501875101e-09,0.0625082207012165,2.752221405355802e-09,0.05037085822694765,3.06336311733923e-09,0.007274891811610574,2.598538270991949e-09,0.02960418760682442,2.531989501875101e-09,0.04243656399079868,2.752221405355802e-09,0.03153072497792585,3.06336311733923e-09,0.7346215884991578,2.598538270991949e-09,0.7333217679130828,2.531989501875101e-09,0.7325655691345796,2.752221405355802e-09,0.736192395042392,3.06336311733923e-09,0,2.598538270991949e-09,0,2.531989501875101e-09,0,2.752221405355802e-09,0
3.14332671857149e-09,0.03780061269111275,2.681974098383916e-09,0.04184915170992246,2.577575219984025e-09,0.05755502669127709,2.852221405355802e-09,0.03708664055700862,3.14332671857149e-09,0.008885367476415544,2.681974098383916e-09,0.02438891623206102,2.577575219984025e-09,0.04137230367771177,2.852221405355802e-09,0.006691656498450581,3.14332671857149e-09,0.734234707878049,2.681974098383916e-09,0.7352456743170732,2.577575219984025e-09,0.7331185249246235,2.852221405355802e-09,0.7364701588759652,3.14332671857149e-09,0,2.681974098383916e-09,0,2.577575219984025e-09,0,2.852221405355802e-09,0
3.24332671857149e-09,0.03676563743427024,2.744584645337962e-09,0.0393428749587711,2.656860079706475e-09,0.04992116913818934,2.923872373296204e-09,0.03036416692711757,3.24332671857149e-09,0.01106413776204128,2.744584645337962e-09,0.01843973400110458,2.656860079706475e-09,0.03540945525334898,2.923872373296204e-09,-0.006712866983005497,3.24332671857149e-09,0.734595414467909,2.744584645337962e-09,0.7365454432175704,2.656860079706475e-09,0.7349651874556176,2.923872373296204e-09,0.7355265396837569,3.24332671857149e-09,0,2.744584645337962e-09,0,2.656860079706475e-09,0,2.923872373296204e-09,0
3.32541610847943e-09,0.03742480774896331,2.810917731563997e-09,0.03832265475939855,2.723909190702939e-09,0.04565549861115952,2.990080515618284e-09,0.0267590977051108,3.32541610847943e-09,0.01246862018781562,2.810917731563997e-09,0.01108778128659553,2.723909190702939e-09,0.02755415218055529,2.990080515618284e-09,-0.01129595242800724,3.32541610847943e-09,0.7352663749175882,2.810917731563997e-09,0.7370080166625969,2.723909190702939e-09,0.7364859671388069,2.990080515618284e-09,0.7343715188541162,3.32541610847943e-09,0,2.810917731563997e-09,0,2.723909190702939e-09,0,2.990080515618284e-09,0
3.408599151303489e-09,0.03947445403437135,2.882988517900305e-09,0.03790719923427732,2.793238577083758e-09,0.04181126943165579,3.053984002435258e-09,0.02580342564061262,3.408599151303489e-09,0.01343191111944848,2.882988517900305e-09,0.003745175002823137,2.793238577083758e-09,0.01600403590250262,3.053984002435258e-09,-0.00915154633494999,3.408599151303489e-09,0.7357114767428286,2.882988517900305e-09,0.736238698204321,2.793238577083758e-09,0.7370869341376662,3.053984002435258e-09,0.7336647433679445,3.408599151303489e-09,0,2.882988517900305e-09,0,2.793238577083758e-09,0,3.053984002435258e-09,0
3.508599151303489e-09,0.04221714750989573,2.94091970763517e-09,0.03700287043333321,2.868432642878723e-09,0.03739672848976124,3.143646625409129e-09,0.02558783227393113,3.508599151303489e-09,0.01395243548791742,2.94091970763517e-09,0.0003293426709402888,2.868432642878723e-09,0.002655542160330067,3.143646625409129e-09,-0.00327839067655208,3.508599151303489e-09,0.7355315169134683,2.94091970763517e-09,0.7350037188343067,2.868432642878723e-09,0.7362950772302166,3.143646625409129e-09,0.7339046040201386,3.508599151303489e-09,0,2.94091970763517e-09,0,2.868432642878723e-09,0,3.143646625409129e-09,0
3.599297339320557e-09,0.04295369580804455,2.997627622492286e-09,0.03609594499229153,2.926455343496657e-09,0.03444664471200978,3.207839515563733e-09,0.02781872870300766,3.599297339320557e-09,0.01388210653083286,2.997627622492286e-09,0.000766308264073397,2.926455343496657e-09,-0.003605154354460764,3.207839515563733e-09,0.00224727132258926,3.599297339320557e-09,0.734923703826328,2.997627622492286e-09,0.733869036466402,2.926455343496657e-09,0.7349973671086061,3.207839515563733e-09,0.7347686499004625,3.599297339320557e-09,0,2.997627622492286e-09,0,2.926455343496657e-09,0,3.207839515563733e-09,0
3.687192733668089e-09,0.04185364542384811,3.085886048154816e-09,0.03347528505949111,2.982388686696914e-09,0.03219182487691882,3.273735932372792e-09,0.03324648120031502,3.687192733668089e-09,0.01393177905366528,3.085886048154816e-09,0.004344551425871234,2.982388686696914e-09,-0.00499640543944755,3.273735932372792e-09,0.009171834748763728,3.687192733668089e-09,0.734484888236565,3.085886048154816e-09,0.7333236683691573,2.982388686696914e-09,0.7338090223861493,3.273735932372792e-09,0.7357288962467258,3.687192733668089e-09,0,3.085886048154816e-09,0,2.982388686696914e-09,0,3.273735932372792e-09,0
3.787192733668089e-09,0.03956615404858261,3.150686161537517e-09,0.03223623154871171,3.065274669583874e-09,0.02943751683109937,3.373735932372792e-09,0.04552874876152441,3.787192733668089e-09,0.0135726403387861,3.150686161537517e-09,0.007421781406965572,3.065274669583874e-09,-0.001472095216533629,3.373735932372792e-09,0.02093696101014345,3.787192733668089e-09,0.7346136363436139,3.150686161537517e-09,0.733975778502802,3.065274669583874e-09,0.7331999174721873,3.373735932372792e-09,0.7363182272927888,3.787192733668089e-09,0,3.150686161537517e-09,0,3.065274669583874e-09,0,3.373735932372792e-09,0
3.881022522094461e-09,0.0380351177721766,3.207397827246357e-09,0.03278367967129005,3.130906135299887e-09,0.02873702355552379,3.463949540944664e-09,0.05490382927162136,3.881022522094461e-09,0.0123855641662146,3.207397827246357e-09,0.01005401310588776,3.130906135299887e-09,0.002723206273085984,3.463949540944664e-09,0.02862501417335395,3.881022522094461e-09,0.7351324694542043,3.207397827246357e-09,0.7349778063834853,3.130906135299887e-09,0.7338302947149438,3.463949540944664e-09,0.7356965671842859,3.881022522094461e-09,0,3.207397827246357e-09,0,3.130906135299887e-09,0,3.463949540944664e-09,0
3.971821088714375e-09,0.03786067019332717,3.278790409591718e-09,0.03605077153617098,3.185470642385042e-09,0.02947192503183005,3.53816386236051e-09,0.05760529153412867,3.971821088714375e-09,0.01088149506101112,3.278790409591718e-09,0.0127495107452268,3.185470642385042e-09,0.006068624944459126,3.53816386236051e-09,0.0314146823454993,3.971821088714375e-09,0.7355030611184823,3.278790409591718e-09,0.7360974339849659,3.185470642385042e-09,0.7348387065757391,3.53816386236051e-09,0.734755667238658,3.971821088714375e-09,0,3.278790409591718e-09,0,3.185470642385042e-09,0,3.53816386236051e-09,0
4.071821088714375e-09,0.03876285429454181,3.369800751730873e-09,0.0422256555497995,3.258098487921693e-09,0.03392124392774752,3.613503934323274e-09,0.05598426117424018,4.071821088714375e-09,0.009905649152457806,3.369800751730873e-09,0.01535975817439469,3.258098487921693e-09,0.01054192468625781,3.613503934323274e-09,0.03158232365537797,4.071821088714375e-09,0.7353912891387726,3.369800751730873e-09,0.7364688992659987,3.258098487921693e-09,0.7360858347907412,3.613503934323274e-09,0.7341119603923899,4.071821088714375e-09,0,3.369800751730873e-09,0,3.258098487921693e-09,0,3.613503934323274e-09,0
4.171821088714375e-09,0.03948616315674541,3.436614644483736e-09,0.04679622153957064,3.334127663306618e-09,0.04108605451711731,3.713503934323274e-09,0.05076171938509068,4.171821088714375e-09,0.01013847528893399,3.436614644483736e-09,0.01715028481868252,3.334127663306618e-09,0.01543137268041536,3.713503934323274e-09,0.02938130957572487,4.171821088714375e-09,0.7349324474117188,3.436614644483736e-09,0.7358276215697049,3.334127663306618e-09,0.7366075757358832,3.713503934323274e-09,0.7343002022544091,4.171821088714375e-09,0,3.436614644483736e-09,0,3.334127663306618e-09,0,3.713503934323274e-09,0
4.270703111988944e-09,0.03929411433221191,3.51165130853747e-09,0.04865045565675757,3.398180735004549e-09,0.04790696453109128,3.789194150560894e-09,0.04616782336841598,4.270703111988944e-09,0.01121126215398962,3.51165130853747e-09,0.0185259359016108,3.398180735004549e-09,0.01967024509981639,3.789194150560894e-09,0.02468540912676892,4.270703111988944e-09,0.7346307413013276,3.51165130853747e-09,0.7347031386851779,3.398180735004549e-09,0.736177118602207,3.789194150560894e-09,0.735034566723084,4.270703111988944e-09,0,3.51165130853747e-09,0,3.398180735004549e-09,0,3.789194150560894e-09,0
4.370703111988944e-09,0.03866884382026372,3.57328289668631e-09,0.0475376683200727,3.477960377678196e-09,0.0525760959818312,3.865154101078422e-09,0.04222574780087739,4.370703111988944e-09,0.01221836877799267,3.57328289668631e-09,0.01918594835046779,3.477960377678196e-09,0.02339426951408871,3.865154101078422e-09,0.01826226188600884,4.370703111988944e-09,0.7347902739630422,3.57328289668631e-09,0.7339845721379791,3.477960377678196e-09,0.7349919492294943,3.865154101078422e-09,0.7356899542684363,4.370703111988944e-09,0,3.57328289668631e-09,0,3.477960377678196e-09,0,3.865154101078422e-09,0
4.470703111988944e-09,0.03877946309258174,3.665798315099746e-09,0.04352477015782941,3.535799926482458e-09,0.05272983512407595,3.965154101078422e-09,0.0386979771453796,4.470703111988944e-09,0.01269514036252999,3.665798315099746e-09,0.01927176191238529,3.535799926482458e-09,0.02476764477316532,3.965154101078422e-09,0.009712715767828617,4.470703111988944e-09,0.7351896769863835,3.665798315099746e-09,0.7339777576393581,3.535799926482458e-09,0.7341490012608695,3.965154101078422e-09,0.7357738633610048,4.470703111988944e-09,0,3.665798315099746e-09,0,3.535799926482458e-09,0,3.965154101078422e-09,0
4.570703111988944e-09,0.03964765603568084,3.743068446779718e-09,0.04036072912221763,3.635799926482458e-09,0.04846413620551688,4.052982529647426e-09,0.03768479503044178,4.570703111988944e-09,0.01255843569391532,3.743068446779718e-09,0.01771161944062903,3.635799926482458e-09,0.02502983833076667,4.052982529647426e-09,0.006342969859585348,4.570703111988944e-09,0.7353996787678239,3.743068446779718e-09,0.7347719053800758,3.635799926482458e-09,0.7338458748265589,4.052982529647426e-09,0.7351494799982371,4.570703111988944e-09,0,3.743068446779718e-09,0,3.635799926482458e-09,0,4.052982529647426e-09,0
4.670703111988944e-09,0.04053549447704063,3.807100078224433e-09,0.03882954838891692,3.696654700698805e-09,0.04541041841254655,4.134493060726303e-09,0.03754959959884744,4.670703111988944e-09,0.01229391232195913,3.807100078224433e-09,0.01548131075118781,3.696654700698805e-09,0.02379892011018283,4.134493060726303e-09,0.006882981506497409,4.670703111988944e-09,0.735218191844937,3.807100078224433e-09,0.735563666282007,3.696654700698805e-09,0.7343789499548602,4.134493060726303e-09,0.73451110311024,4.670703111988944e-09,0,3.807100078224433e-09,0,3.696654700698805e-09,0,4.134493060726303e-09,0
4.770703111988944e-09,0.04060396442912727,3.907100078224433e-09,0.03880370410447869,3.756690483362342e-09,0.04285865959150949,4.23281630012644e-09,0.03720239460880875,4.770703111988944e-09,0.01227344188197705,3.907100078224433e-09,0.01134589424760218,3.756690483362342e-09,0.02153920692786851,4.23281630012644e-09,0.009783498897606237,4.770703111988944e-09,0.7348798235526327,3.907100078224433e-09,0.736043974865756,3.756690483362342e-09,0.7351823602685409,4.23281630012644e-09,0.7343676922763214,4.770703111988944e-09,0,3.907100078224433e-09,0,3.756690483362342e-09,0,4.23281630012644e-09,0
4.870703111988944e-09,0.03975200698397521,4.007100078224434e-09,0.03941833568755072,3.850028568966365e-09,0.04077079512910965,4.33281630012644e-09,0.03872506042608811,4.870703111988944e-09,0.01236028277760685,4.007100078224434e-09,0.008268108494815032,3.850028568966365e-09,0.01586668048604167,4.33281630012644e-09,0.01396436433223979,4.870703111988944e-09,0.7347404152488838,4.007100078224434e-09,0.735433900566528,3.850028568966365e-09,0.7360160713663264,4.33281630012644e-09,0.7349400070473047,4.870703111988944e-09,0,4.007100078224434e-09,0,3.850028568966365e-09,0,4.33281630012644e-09,0
4.935351555994472e-09,0.03896952639809205,4.077131486047101e-09,0.03965812761641598,3.931780667118856e-09,0.03982989837896399,4.415913053988839e-09,0.04146658587586416,4.935351555994472e-09,0.01217987908529217,4.077131486047101e-09,0.008369083000797887,3.931780667118856e-09,0.01067319832461483,4.415913053988839e-09,0.01716423270764931,4.935351555994472e-09,0.7348473805555855,4.077131486047101e-09,0.7346752936613808,3.931780667118856e-09,0.7359303859212896,4.415913053988839e-09,0.7355119071300852,4.935351555994472e-09,0,4.077131486047101e-09,0,3.931780667118856e-09,0,4.415913053988839e-09,0
5e-09,0.03849966888127008,4.167263686581069e-09,0.03875602656861585,3.997492352431966e-09,0.0396231813247941,4.51591305398884e-09,0.04592353049251718,5e-09,0.01193328398236514,4.167263686581069e-09,0.01011191503916838,3.997492352431966e-09,0.007937650756224279,4.51591305398884e-09,0.02025360290454759,5e-09,0.735039477581649,4.167263686581069e-09,0.734177824493439,3.997492352431966e-09,0.7352856145109511,4.51591305398884e-09,0.7356688214706913,5e-09,0,4.167263686581069e-09,0,3.997492352431966e-09,0,4.51591305398884e-09,0
  ,  ,4.267263686581069e-09,0.0376043196908287,4.066815165233366e-09,0.03899945809941605,4.61591305398884e-09,0.04837461902735556,  ,  ,4.267263686581069e-09,0.01229441450585897,4.066815165233366e-09,0.007651795434326279,4.61591305398884e-09,0.02152316557894272,  ,  ,4.267263686581069e-09,0.7345449512345773,4.066815165233366e-09,0.7345443178932982,4.61591305398884e-09,0.7351963966204093,  ,  ,4.267263686581069e-09,0,4.066815165233366e-09,0,4.61591305398884e-09,0
  ,  ,4.339003808874726e-09,0.03772001217084557,4.129698343089577e-09,0.038029902937764,4.702793335847737e-09,0.04826335625054502,  ,  ,4.339003808874726e-09,0.01321890917528097,4.129698343089577e-09,0.008517854462436631,4.702793335847737e-09,0.02167999631004226,  ,  ,4.339003808874726e-09,0.7352033240848341,4.129698343089577e-09,0.7341420585205092,4.702793335847737e-09,0.7346807950632567,  ,  ,4.339003808874726e-09,0,4.129698343089577e-09,0,4.702793335847737e-09,0
  ,  ,4.433179037564685e-09,0.03984913344862868,4.194453881512789e-09,0.03692959635151302,4.802793335847737e-09,0.04558193055387411,  ,  ,4.433179037564685e-09,0.01402317107060805,4.194453881512789e-09,0.01022283018723883,4.802793335847737e-09,0.02054565942754051,  ,  ,4.433179037564685e-09,0.7357545108367369,4.194453881512789e-09,0.7342666284235254,4.802793335847737e-09,0.7345478016470299,  ,  ,4.433179037564685e-09,0,4.194453881512789e-09,0,4.802793335847737e-09,0
  ,  ,4.533179037564685e-09,0.04267400410598367,4.252552069972936e-09,0.03692278138687435,4.902793335847737e-09,0.04265164738381695,  ,  ,4.533179037564685e-09,0.01449529148109907,4.252552069972936e-09,0.01187466483385506,4.902793335847737e-09,0.01820374728374632,  ,  ,4.533179037564685e-09,0.7355843965606692,4.252552069972936e-09,0.7346924463970785,4.902793335847737e-09,0.7349479461887576,  ,  ,4.533179037564685e-09,0,4.252552069972936e-09,0,4.902793335847737e-09,0
  ,  ,4.612430966009661e-09,0.04385982133912112,4.308880802263568e-09,0.03750314719508874,4.951396667923868e-09,0.04150810331340711,  ,  ,4.612430966009661e-09,0.01483247640737643,4.308880802263568e-09,0.01310137740201515,4.951396667923868e-09,0.01665504667690156,  ,  ,4.612430966009661e-09,0.7349891030992074,4.308880802263568e-09,0.735261042593866,4.951396667923868e-09,0.7352150509896572,  ,  ,4.612430966009661e-09,0,4.308880802263568e-09,0,4.951396667923868e-09,0
