/hit (dt=0) X,/hit (dt=0) Y,/hit (dt=0.004) X,/hit (dt=0.004) Y,/hit (dt=0.008) X,/hit (dt=0.008) Y,/hit (dt=0.012) X,/hit (dt=0.012) Y,/hit (dt=0.016) X,/hit (dt=0.016) Y,/hit (dt=0.02) X,/hit (dt=0.02) Y,/net8 (dt=0) X,/net8 (dt=0) Y,/net8 (dt=0.004) X,/net8 (dt=0.004) Y,/net8 (dt=0.008) X,/net8 (dt=0.008) Y,/net8 (dt=0.012) X,/net8 (dt=0.012) Y,/net8 (dt=0.016) X,/net8 (dt=0.016) Y,/net8 (dt=0.02) X,/net8 (dt=0.02) Y
5.779195615548461e-09,0.8996539408871752,5.28152553811754e-09,0.899655788141234,4.731963655318644e-09,0.899654823161453,7.011852520620456e-09,0.8996543315448532,6.882579202903676e-09,0.8996547486535995,5.267018304948975e-09,0.8996554605330889,5.779195615548461e-09,0.6,5.28152553811754e-09,0.604,4.731963655318644e-09,0.608,7.011852520620456e-09,0.612,6.882579202903676e-09,0.616,5.267018304948975e-09,0.62
6.47919561554846e-09,0.8996551431932416,5.981525538117539e-09,0.899653291944051,5.431963655318643e-09,0.8996542769534518,7.711852520620455e-09,0.8996547648809361,7.582579202903676e-09,0.8996543683655607,5.967018304948974e-09,0.8996537584699574,6.47919561554846e-09,0.6,5.981525538117539e-09,0.604,5.431963655318643e-09,0.608,7.711852520620455e-09,0.612,7.582579202903676e-09,0.616,5.967018304948974e-09,0.62
7.17919561554846e-09,0.8996539441967398,6.681525538117539e-09,0.8996557141718319,6.131963655318643e-09,0.8996548760002301,8.411852520620455e-09,0.8996543097176513,8.282579202903676e-09,0.8996546867761903,6.667018304948974e-09,0.8996552999146079,7.17919561554846e-09,0.6,6.681525538117539e-09,0.604,6.131963655318643e-09,0.608,8.411852520620455e-09,0.612,8.282579202903676e-09,0.616,6.667018304948974e-09,0.62
7.879195615548459e-09,0.8996551309772475,7.381525538117539e-09,0.8996533689173362,6.831963655318643e-09,0.8996542374736892,9.111852520620455e-09,0.8996547769246042,8.982579202903675e-09,0.8996544189928674,7.367018304948974e-09,0.8996538924451013,7.879195615548459e-09,0.6,7.381525538117539e-09,0.604,6.831963655318643e-09,0.608,9.111852520620455e-09,0.612,8.982579202903675e-09,0.616,7.367018304948974e-09,0.62
8.579195615548459e-09,0.8996539619907536,8.081525538117538e-09,0.899655635939281,7.531963655318642e-09,0.8996549002639316,9.811852520620454e-09,0.8996543032096845,9.682579202903675e-09,0.89965464413206,8.067018304948973e-09,0.8996551832938992,8.579195615548459e-09,0.6,8.081525538117538e-09,0.604,7.531963655318642e-09,0.608,9.811852520620454e-09,0.612,9.682579202903675e-09,0.616,8.067018304948973e-09,0.62
9.279195615548459e-09,0.8996551071788998,8.781525538117538e-09,0.8996534475002612,8.231963655318642e-09,0.8996542239515597,1.051185252062045e-08,0.8996547778356463,1.038257920290367e-08,0.89965445347132,8.767018304948973e-09,0.8996539934421102,9.279195615548459e-09,0.6,8.781525538117538e-09,0.604,8.231963655318642e-09,0.608,1.051185252062045e-08,0.612,1.038257920290367e-08,0.616,8.767018304948973e-09,0.62
9.979195615548458e-09,0.8996539893710618,9.481525538117538e-09,0.899655557707326,8.931963655318642e-09,0.8996549055578743,1.121185252062045e-08,0.8996543062237525,1.108257920290367e-08,0.8996546157178628,9.467018304948973e-09,0.8996550953234269,9.979195615548458e-09,0.6,9.481525538117538e-09,0.604,8.931963655318642e-09,0.608,1.121185252062045e-08,0.612,1.108257920290367e-08,0.616,9.467018304948973e-09,0.62
1.067919561554846e-08,0.8996550770571083,1.018152553811754e-08,0.8996535248442491,9.631963655318641e-09,0.8996542242025564,1.160592626031023e-08,0.8996547683442957,1.154128960145184e-08,0.8996544818718435,1.016701830494897e-08,0.8996540698288777,1.067919561554846e-08,0.6,1.018152553811754e-08,0.604,9.631963655318641e-09,0.608,1.160592626031023e-08,0.612,1.154128960145184e-08,0.616,1.016701830494897e-08,0.62
1.137919561554846e-08,0.8996540213678617,1.088152553811754e-08,0.8996554816581442,1.033196365531864e-08,0.8996548996626692,1.2e-08,0.8996543230319272,1.2e-08,0.8996545884261438,1.086701830494897e-08,0.8996550274429986,1.137919561554846e-08,0.6,1.088152553811754e-08,0.604,1.033196365531864e-08,0.608,1.2e-08,0.612,1.2e-08,0.616,1.086701830494897e-08,0.62
1.2e-08,0.8996550417050352,1.144076276905877e-08,0.8996536084039405,1.103196365531864e-08,0.8996542339989011,1.20937883293868e-08,0.8996544136431665,1.209897342072292e-08,0.8996544332064315,1.143350915247449e-08,0.8996541366375791,1.2e-08,0.6,1.144076276905877e-08,0.604,1.103196365531864e-08,0.608,1.20937883293868e-08,0.5932423341226406,1.209897342072292e-08,0.5962053158554156,1.143350915247449e-08,0.62
1.211090081978564e-08,0.8996544512926248,1.2e-08,0.8996553913764195,1.151598182765932e-08,0.8996548834941828,1.226076419677876e-08,0.8996543341243514,1.228202136918275e-08,0.8996543329590786,1.2e-08,0.899654961887948,1.211090081978564e-08,0.5778198360428715,1.2e-08,0.604,1.151598182765932e-08,0.608,1.226076419677876e-08,0.5598471606442491,1.228202136918275e-08,0.559595726163451,1.2e-08,0.62
1.233270245935693e-08,0.8996543680252754,1.210653595801688e-08,0.8996544589997205,1.2e-08,0.8996542565785377,1.241199145676241e-08,0.8996545512034115,1.244677771054681e-08,0.899654596369528,1.210706328793706e-08,0.8996544806507979,1.233270245935693e-08,0.5334595081286139,1.210653595801688e-08,0.5826928083966244,1.2e-08,0.608,1.241199145676241e-08,0.5296017086475179,1.244677771054681e-08,0.5266444578906386,1.210706328793706e-08,0.5985873424125879
1.252890797123631e-08,0.8996547475873676,1.231318816660237e-08,0.8996543042059216,1.210093192710779e-08,0.8996544305957073,1.266780994883708e-08,0.8996548508718619,1.27148326196521e-08,0.8996548538209135,1.231536577163292e-08,0.8996543404727961,1.252890797123631e-08,0.4942184057527385,1.231318816660237e-08,0.5413623666795269,1.210093192710779e-08,0.5878136145784422,1.266780994883708e-08,0.4784380102325844,1.27148326196521e-08,0.4730334760695812,1.231536577163292e-08,0.5569268456734167
1.28286365567097e-08,0.8996552921639555,1.249776460495475e-08,0.8996546970256168,1.229007065839356e-08,0.8996543872320235,1.29429806294031e-08,0.8996554356586027,1.299992188771665e-08,0.8996556219934413,1.250132744468027e-08,0.8996546555905843,1.28286365567097e-08,0.43427268865806,1.249776460495475e-08,0.5044470790090508,1.229007065839356e-08,0.5499858683212879,1.29429806294031e-08,0.4234038741193812,1.299992188771665e-08,0.4160156224566697,1.250132744468027e-08,0.5197345110639472
1.313430091816101e-08,0.8996580711966583,1.278501125553514e-08,0.8996550543051,1.245994449353746e-08,0.8996546308884543,1.319239956117054e-08,0.8996579460711674,1.322945637215048e-08,0.8996580957409455,1.278950159732567e-08,0.8996548986533282,1.313430091816101e-08,0.3731398163677986,1.278501125553514e-08,0.4469977488929717,1.245994449353746e-08,0.5160111012925075,1.319239956117054e-08,0.3735200877658932,1.322945637215048e-08,0.3701087255699053,1.278950159732567e-08,0.4620996805348654
1.34207392745847e-08,0.8996656774574616,1.308334602225072e-08,0.8996570191230622,1.273304434676047e-08,0.8996549923973561,1.346636850134221e-08,0.8996649288425568,1.35001433104106e-08,0.899665382468762,1.308973085984896e-08,0.8996561578419466,1.34207392745847e-08,0.3158521450830607,1.308334602225072e-08,0.3873307955498553,1.273304434676047e-08,0.4613911306479056,1.346636850134221e-08,0.3187262997315581,1.35001433104106e-08,0.3159713379178796,1.308973085984896e-08,0.4020538280302091
1.363136062694902e-08,0.8996731979247979,1.330109486324941e-08,0.8996611350036227,1.302155271423363e-08,0.8996561568886229,1.36703151337283e-08,0.8996724840144116,1.369743654823323e-08,0.899672689270873,1.331076539359183e-08,0.899659143244643,1.363136062694902e-08,0.2737278746101972,1.330109486324941e-08,0.3437810273501178,1.302155271423363e-08,0.4036894571532746,1.36703151337283e-08,0.2779369732543406,1.369743654823323e-08,0.2765126903533541,1.331076539359183e-08,0.3578469212816345
1.383738374873986e-08,0.8995655329096947,1.353204588992266e-08,0.8996691721295035,1.324055829145395e-08,0.8996591481897964,1.387464011228172e-08,0.8996347174040941,1.390687047914443e-08,0.8996201175775426,1.356866191374382e-08,0.8996670460231224,1.383738374873986e-08,0.2325232502520282,1.353204588992266e-08,0.2975908220154693,1.324055829145395e-08,0.3598883417092111,1.387464011228172e-08,0.2370719775436554,1.390687047914443e-08,0.2346259041711137,1.356866191374382e-08,0.3062676172512371
1.388611110687693e-08,0.8994170962526032,1.372093380830769e-08,0.8996733262961553,1.349510269745782e-08,0.8996668654359493,1.393595294418631e-08,0.8995543791729268,1.396415330541662e-08,0.8995298040172581,1.375853566350865e-08,0.8996736823529294,1.388611110687693e-08,0.2227777786246147,1.372093380830769e-08,0.2598132383384625,1.349510269745782e-08,0.3089794605084357,1.393595294418631e-08,0.2248094111627382,1.396415330541662e-08,0.2231693389166771,1.375853566350865e-08,0.2682928672982701
1.390942445081028e-08,0.8991314202936649,1.378408352865477e-08,0.8996715673313074,1.368445995682222e-08,0.8996736957912947,1.396292492321237e-08,0.8994109460213222,1.399020783509779e-08,0.8993604487275464,1.391068466476509e-08,0.8996508112429534,1.390942445081028e-08,0.2181151098379438,1.378408352865477e-08,0.2471832942690469,1.368445995682222e-08,0.2711080086355568,1.396292492321237e-08,0.2194150153575266,1.399020783509779e-08,0.2179584329804418,1.391068466476509e-08,0.2378630670469832
1.392067640397342e-08,0.8987658691829773,1.385806985059701e-08,0.8996335827774165,1.390700701776556e-08,0.8994185436360937,1.39764109127254e-08,0.8992120667128592,1.400307595250817e-08,0.8991288886769429,1.396767566813805e-08,0.8996029213125648,1.392067640397342e-08,0.2158647192053156,1.385806985059701e-08,0.2323860298805979,1.390700701776556e-08,0.2265985964468892,1.39764109127254e-08,0.2167178174549206,1.400307595250817e-08,0.2153848094983662,1.396767566813805e-08,0.2264648663723908
1.394318031029971e-08,0.8965914699560077,1.389785601260599e-08,0.8995463557808202,1.394729187770809e-08,0.8991371084630129,1.400338289175146e-08,0.8978148761902105,1.402881218732893e-08,0.8975860134187681,1.399404740997169e-08,0.899527440332123,1.394318031029971e-08,0.211363937940059,1.389785601260599e-08,0.2244287974788017,1.394729187770809e-08,0.2185416244583828,1.400338289175146e-08,0.2113234216497086,1.402881218732893e-08,0.2102375625342152,1.399404740997169e-08,0.221190518005662
1.397405095498696e-08,0.8794317177534647,1.393274240990197e-08,0.899137042264669,1.396743430767935e-08,0.8986093582188619,1.403354733179394e-08,0.8884727766287319,1.405885262147325e-08,0.8869130834898254,1.402794910194319e-08,0.899038360213964,1.397405095498696e-08,0.2051898090026077,1.393274240990197e-08,0.2174515180196068,1.396743430767935e-08,0.2145131384641298,1.403354733179394e-08,0.2052905336412132,1.405885262147325e-08,0.2042294757053507,1.402794910194319e-08,0.2144101796113627
1.399192416705656e-08,0.8454687820205116,1.397300917102964e-08,0.8947652641524996,1.397741308726405e-08,0.897960771496559,1.405176567501414e-08,0.8680021078119127,1.407708333753129e-08,0.8637163260299195,1.406449774286299e-08,0.8949183744298704,1.399192416705656e-08,0.2016151665886879,1.397300917102964e-08,0.2093981657940726,1.397741308726405e-08,0.2125173825471903,1.405176567501414e-08,0.201646864997173,1.407708333753129e-08,0.2005833324937427,1.406449774286299e-08,0.207100451427403
1.40051692539522e-08,0.789888326551936,1.400582288523019e-08,0.865682253931364,1.399737064643344e-08,0.8944886837140263,1.406610225154527e-08,0.8290586184220187,1.409117004309563e-08,0.8213293056431563,1.409717263000623e-08,0.8662748486512598,1.40051692539522e-08,0.19896614920956,1.400582288523019e-08,0.202835422953962,1.399737064643344e-08,0.2085258707133114,1.406610225154527e-08,0.1987795496909461,1.409117004309563e-08,0.1977659913808733,1.409717263000623e-08,0.2005654739987539
1.401944285649838e-08,0.6772244075378295,1.402091188200596e-08,0.8250643235158128,1.401793241151773e-08,0.8822661830938195,1.408228164095138e-08,0.7333700063314427,1.410689939918023e-08,0.7213872498306673,1.411246079943034e-08,0.8254061602415041,1.401944285649838e-08,0.1961114287003247,1.402091188200596e-08,0.1998176235988076,1.401793241151773e-08,0.2044135176964551,1.408228164095138e-08,0.1955436718097237,1.410689939918023e-08,0.1946201201639549,1.411246079943034e-08,0.1975078401139331
1.403119922986808e-08,0.5360923164413283,1.403291601753274e-08,0.7605183815573235,1.403532145009574e-08,0.8524596915835085,1.409464767286247e-08,0.608064433099066,1.411902337731264e-08,0.5931834951508066,1.412453723333004e-08,0.7605123381138295,1.403119922986808e-08,0.193760154026385,1.403291601753274e-08,0.1974167964934523,1.403532145009574e-08,0.2009357099808516,1.409464767286247e-08,0.1930704654275066,1.411902337731264e-08,0.1921953245374715,1.412453723333004e-08,0.1950925533339925
1.404653260124796e-08,0.3010237162003917,1.404575135168125e-08,0.6439277847675249,1.405404435514158e-08,0.7693323224764032,1.410757795311377e-08,0.4284999122210489,1.413224419400656e-08,0.4049337172708025,1.413739582572802e-08,0.6435720984630287,1.404653260124796e-08,0.1906934797504082,1.404575135168125e-08,0.1948497296637504,1.405404435514158e-08,0.1971911289716838,1.410757795311377e-08,0.1904844093772468,1.413224419400656e-08,0.1895511611986878,1.413739582572802e-08,0.192520834854396
1.405397600971097e-08,0.1819440398851626,1.405774920994364e-08,0.4886868726365782,1.406792089004159e-08,0.6486312986119889,1.411357104851763e-08,0.331982137560792,1.413838012087951e-08,0.3046942453205002,1.414939019917949e-08,0.4881834662410725,1.405397600971097e-08,0.1892047980578073,1.405774920994364e-08,0.1924501580112721,1.406792089004159e-08,0.1944158219916831,1.411357104851763e-08,0.1892857902964748,1.413838012087951e-08,0.1883239758240993,1.414939019917949e-08,0.1901219601641013
1.406008498637753e-08,0.1028512001156088,1.406522916414285e-08,0.3730774630076178,1.408044634216893e-08,0.488237926121753,1.412050012267098e-08,0.2184635826099408,1.414465600035071e-08,0.2026185183792744,1.415688521211575e-08,0.3722222265254376,1.406008498637753e-08,0.1879830027244939,1.406522916414285e-08,0.1909541671714294,1.408044634216893e-08,0.1919107315662135,1.412050012267098e-08,0.1878999754658041,1.414465600035071e-08,0.1870687999298581,1.415688521211575e-08,0.188622957576851
1.406635158124939e-08,0.05021706831714855,1.407264476631288e-08,0.2511939735732399,1.409621733996131e-08,0.2418265360068657,1.412886729900201e-08,0.1052676160165981,1.415252268481843e-08,0.09943330047988239,1.416428765445526e-08,0.2504966710136254,1.406635158124939e-08,0.1867296837501217,1.407264476631288e-08,0.1894710467374247,1.409621733996131e-08,0.1887565320077377,1.412886729900201e-08,0.1862265401995982,1.415252268481843e-08,0.1854954630363141,1.416428765445526e-08,0.1871424691089478
1.407305911453002e-08,0.02097328447363664,1.407886759503605e-08,0.155848867621645,1.410361300369483e-08,0.1331398925694495,1.413492003268127e-08,0.05297153294275692,1.415839747887748e-08,0.05071442817000758,1.417050450360325e-08,0.155310219564738,1.407305911453002e-08,0.185388177093997,1.407886759503605e-08,0.1882264809927899,1.410361300369483e-08,0.1872773992610341,1.413492003268127e-08,0.1850159934637463,1.415839747887748e-08,0.1843205042245041,1.417050450360325e-08,0.1858990992793512
1.4082090760473e-08,0.005709398818846487,1.40856380914457e-08,0.07883052522333306,1.411182538972276e-08,0.05423135935391107,1.414164152636551e-08,0.02220862720556497,1.41653621305087e-08,0.0204206693102167,1.417726052094098e-08,0.07859345867812693,1.4082090760473e-08,0.1835818479054,1.40856380914457e-08,0.1868723817108606,1.411182538972276e-08,0.1856349220554492,1.414164152636551e-08,0.1836716947268983,1.41653621305087e-08,0.1829275738982603,1.417726052094098e-08,0.1845478958118045
1.408904700243251e-08,0.002428705135334453,1.40914790254957e-08,0.03913199554246317,1.411802201642213e-08,0.02458221932753678,1.41477792927454e-08,0.009640430616502788,1.417235228632402e-08,0.007756410964262179,1.418310090425354e-08,0.03899529628220477,1.408904700243251e-08,0.1821905995134974,1.40914790254957e-08,0.1857041949008608,1.411802201642213e-08,0.1843955967155739,1.41477792927454e-08,0.1824441414509196,1.417235228632402e-08,0.1815295427351962,1.418310090425354e-08,0.1833798191492931
1.409712239890585e-08,0.001113636645496823,1.410030575670519e-08,0.01131700564373682,1.412429622770494e-08,0.01046221562604835,1.415474294149014e-08,0.003803686845875436,1.417935374073793e-08,0.003121608971708696,1.419197842711848e-08,0.01116631367894077,1.409712239890585e-08,0.1805755202188293,1.410030575670519e-08,0.1839388486589633,1.412429622770494e-08,0.1831407544590122,1.415474294149014e-08,0.1810514117019718,1.417935374073793e-08,0.1801292518524134,1.419197842711848e-08,0.1816043145763037
1.410679227957075e-08,0.0005242273559659233,1.410770862446967e-08,0.004120609545552482,1.413128127115938e-08,0.004084024631194833,1.416218262696758e-08,0.001650549730505332,1.418704907397755e-08,0.001382966879980773,1.419936443188466e-08,0.004080993106816949,1.410679227957075e-08,0.1786415440858493,1.410770862446967e-08,0.1824582751060654,1.413128127115938e-08,0.1817437457681244,1.416218262696758e-08,0.1795634746064843,1.418704907397755e-08,0.1785901852044905,1.419936443188466e-08,0.1801271136230693
1.412214398449141e-08,0.0001556861940536742,1.411518979138399e-08,0.001756256671649746,1.413872272506251e-08,0.00174246071899971,1.417154737867182e-08,0.0007259354882188816,1.419668757502103e-08,0.0006201389211485612,1.42068573526891e-08,0.001740626159389453,1.412214398449141e-08,0.1755712031017184,1.411518979138399e-08,0.1809620417232031,1.413872272506251e-08,0.1802554549874973,1.417154737867182e-08,0.1776905242656363,1.419668757502103e-08,0.1766624849957935,1.42068573526891e-08,0.1786285294621808
1.413489183307107e-08,6.006715293194982e-05,1.412348063855694e-08,0.0008610099573457368,1.414783138446084e-08,0.0007756333541612537,1.418267429380856e-08,0.0003101645798403527,1.42091520014457e-08,0.0002409125446195407,1.421515096439476e-08,0.0008547958473820788,1.413489183307107e-08,0.1730216333857859,1.412348063855694e-08,0.1793038722886118,1.414783138446084e-08,0.1784337231078315,1.418267429380856e-08,0.1754651412382875,1.42091520014457e-08,0.1741695997108596,1.421515096439476e-08,0.1769698071210486
1.414834294461879e-08,2.873784217597274e-05,1.413384078166375e-08,0.0003929438568902883,1.415861545971679e-08,0.0003401238797543452,1.419838439079028e-08,8.770515740768574e-05,1.422293798534961e-08,8.207110773369276e-05,1.422554354057701e-08,0.0003890785859901212,1.414834294461879e-08,0.1703314110762424,1.413384078166375e-08,0.1772318436672494,1.415861545971679e-08,0.1762769080566426,1.419838439079028e-08,0.172323121841945,1.422293798534961e-08,0.1714124029300786,1.422554354057701e-08,0.1748912918845992
1.416407012606871e-08,1.80009448713823e-05,1.415045028915539e-08,0.0001020056393626976,1.417588421130935e-08,8.188242800166398e-05,1.421098485199948e-08,3.810495334841392e-05,1.423571405300805e-08,3.596312328395816e-05,1.42421851635663e-08,0.0001005805867978051,1.416407012606871e-08,0.1671859747862575,1.415045028915539e-08,0.1739099421689224,1.417588421130935e-08,0.1728231577381295,1.421098485199948e-08,0.1698030296001038,1.423571405300805e-08,0.1688571893983906,1.42421851635663e-08,0.1715629672867401
1.418874488434985e-08,1.146204125380831e-05,1.416284167200094e-08,4.183891572653329e-05,1.418839457413136e-08,3.480886130377945e-05,1.422557414347193e-08,2.193344652496453e-05,1.425068017149385e-08,2.061248408659266e-05,1.425457649029921e-08,4.134514232026855e-05,1.418874488434985e-08,0.1622510231300302,1.416284167200094e-08,0.1714316655998129,1.418839457413136e-08,0.1703210851737293,1.422557414347193e-08,0.1668851713056149,1.425068017149385e-08,0.1658639657012305,1.425457649029921e-08,0.1690847019401585
1.423030618700764e-08,7.01470833563866e-06,1.417721561667905e-08,2.319800590760659e-05,1.420325464161881e-08,2.119689776819501e-05,1.424433318231582e-08,1.365657146657579e-05,1.427110133683512e-08,1.308047749829181e-05,1.426897719478822e-08,2.305352100165601e-05,1.423030618700764e-08,0.1539387625984719,1.417721561667905e-08,0.1685568766641904,1.420325464161881e-08,0.1673490716762393,1.424433318231582e-08,0.1631333635368357,1.427110133683512e-08,0.1617797326329769,1.426897719478822e-08,0.1662045610423555
1.429733349129079e-08,3.923672026247221e-06,1.419431826093657e-08,1.562740914673581e-05,1.422132614216088e-08,1.452328495982366e-05,1.427928813490406e-08,9.115207419770362e-06,1.430649006545338e-08,8.53664028734838e-06,1.428613969845563e-08,1.555209389545139e-05,1.429733349129079e-08,0.1405333017418433,1.419431826093657e-08,0.1651363478126864,1.422132614216088e-08,0.1637347715678233,1.427928813490406e-08,0.1561423730191887,1.430649006545338e-08,0.1547019869093252,1.428613969845563e-08,0.162772060308874
1.440097782348274e-08,2.497895219850695e-06,1.422581656255667e-08,9.482286332389421e-06,1.425746914324504e-08,8.457727984292799e-06,1.432929195534942e-08,4.890851455202669e-06,1.436118843830237e-08,4.666703021450908e-06,1.431791450753515e-08,9.414227812119011e-06,1.440097782348274e-08,0.1198044353034516,1.422581656255667e-08,0.1588366874886654,1.425746914324504e-08,0.1565061713509914,1.432929195534942e-08,0.146141608930117,1.436118843830237e-08,0.1437623123395261,1.431791450753515e-08,0.1564170984929695
1.455244053086504e-08,1.677551775371695e-06,1.427725116376067e-08,5.540047934427723e-06,1.431495506119038e-08,4.911422893737645e-06,1.442515954727359e-08,3.154611198163201e-06,1.445645631030652e-08,2.950415040442086e-06,1.436972547264732e-08,5.495725595757497e-06,1.455244053086504e-08,0.08951189382699287,1.427725116376067e-08,0.1485497672478667,1.431495506119038e-08,0.1450089877619237,1.442515954727359e-08,0.1269680905452833,1.445645631030652e-08,0.1247087379386962,1.436972547264732e-08,0.1460549054705373
1.46903208875627e-08,1.524961324702743e-06,1.435830903568805e-08,3.214340377623849e-06,1.440321249588584e-08,2.892770855705513e-06,1.454812824989181e-08,1.73149097213673e-06,1.458655627762959e-08,1.747271844727348e-06,1.445125374028796e-08,3.192466361566558e-06,1.46903208875627e-08,0.06193582248746132,1.435830903568805e-08,0.1323381928623913,1.440321249588584e-08,0.1273575008228323,1.454812824989181e-08,0.1023743500216382,1.458655627762959e-08,0.09868874447408138,1.445125374028796e-08,0.1297492519424083
1.482829620095656e-08,8.669918062380348e-07,1.447690309919516e-08,2.054138108790432e-06,1.453149143356967e-08,1.926312193902596e-06,1.467147529991415e-08,1.986447885437814e-06,1.47556731327551e-08,1.722862017519959e-06,1.457044465804017e-08,2.041498544246925e-06,1.482829620095656e-08,0.03434075980868756,1.447690309919516e-08,0.1086193801609677,1.453149143356967e-08,0.1017017132860669,1.467147529991415e-08,0.07770494001717121,1.47556731327551e-08,0.06486537344897936,1.457044465804017e-08,0.105911068391967
1.491414810047828e-08,1.321577759897775e-06,1.460092185274393e-08,1.848814203176265e-06,1.470764701270878e-08,1.581711230788762e-06,1.479421535852379e-08,8.874341698817265e-07,1.488148959706267e-08,7.692717648219634e-07,1.469395275561943e-08,1.85229674170122e-06,1.491414810047828e-08,0.01717037990434389,1.460092185274393e-08,0.08381562945121523,1.470764701270878e-08,0.06647059745824468,1.479421535852379e-08,0.05315692829524199,1.488148959706267e-08,0.03970208058746694,1.469395275561943e-08,0.08120944887611403
1.5e-08,9.251393081379572e-07,1.472622931529114e-08,1.175513249204995e-06,1.483301156377274e-08,9.197018071560615e-07,1.489710767926189e-08,1.413740576453381e-06,1.5e-08,1.474085337496155e-06,1.481892264786132e-08,1.160137989568652e-06,1.5e-08,5.551115123125783e-16,1.472622931529114e-08,0.05875413694177278,1.483301156377274e-08,0.04139768724545134,1.489710767926189e-08,0.03257846414762144,1.5e-08,0.01600000000000057,1.481892264786132e-08,0.05621547042773711
1.506314861642057e-08,1.096747067058751e-06,1.487274424158095e-08,1.169951088792486e-06,1.5e-08,1.323482009561376e-06,1.5e-08,8.245003854155264e-07,1.506121033930678e-08,1.110390892220173e-06,1.490946132393066e-08,1.208172724608039e-06,1.506314861642057e-08,0,1.487274424158095e-08,0.02945115168381007,1.5e-08,0.008000000000000562,1.5e-08,0.01200000000000057,1.506121033930678e-08,0.016,1.490946132393066e-08,0.0381077352138689
1.513553315103246e-08,1.099949400882907e-06,1.5e-08,1.046172390336081e-06,1.506743279176167e-08,1.103524083698282e-06,1.505970131111913e-08,1.109061555857108e-06,1.514532812940755e-08,1.103203799327345e-06,1.5e-08,1.069221532099626e-06,1.513553315103246e-08,0,1.5e-08,0.004000000000000559,1.506743279176167e-08,0.008,1.505970131111913e-08,0.012,1.514532812940755e-08,0.016,1.5e-08,0.02000000000000057
1.520650675732772e-08,1.082774306286419e-06,1.50638273653644e-08,1.105241127345512e-06,1.516448562258226e-08,1.101939319529787e-06,1.513733406417688e-08,1.104608235461085e-06,1.5225430596866e-08,1.091738011295493e-06,1.505731691618794e-08,1.100754170548298e-06,1.520650675732772e-08,0,1.50638273653644e-08,0.004,1.516448562258226e-08,0.008,1.513733406417688e-08,0.012,1.5225430596866e-08,0.016,1.505731691618794e-08,0.02
1.534845396991824e-08,1.092596078368614e-06,1.515258367062395e-08,1.098059644982715e-06,1.525892288554335e-08,1.083166663438319e-06,1.521242220891936e-08,1.085145591113269e-06,1.538563553178289e-08,1.089744234743671e-06,1.512988081452067e-08,1.117938576331343e-06,1.534845396991824e-08,0,1.515258367062395e-08,0.004,1.525892288554335e-08,0.008,1.521242220891936e-08,0.012,1.538563553178289e-08,0.016,1.512988081452067e-08,0.02
1.563234839509927e-08,1.063404589798622e-06,1.523595861182895e-08,1.0836250103809e-06,1.544779741146552e-08,1.089311625911602e-06,1.536259849840433e-08,1.095673759547327e-06,1.570604540161669e-08,1.069089592596801e-06,1.520057309650139e-08,1.084938134363165e-06,1.563234839509927e-08,0,1.523595861182895e-08,0.004,1.544779741146552e-08,0.008,1.536259849840433e-08,0.012,1.570604540161669e-08,0.016,1.520057309650139e-08,0.02
1.620013724546132e-08,1.06169273511066e-06,1.540270849423895e-08,1.088905300975106e-06,1.582554646330986e-08,1.058774905354406e-06,1.566295107737428e-08,1.06239515511674e-06,1.627514012643203e-08,1.056411131240989e-06,1.534195766046283e-08,1.101462617172969e-06,1.620013724546132e-08,0,1.540270849423895e-08,0.004,1.582554646330986e-08,0.008,1.566295107737428e-08,0.012,1.627514012643203e-08,0.016,1.534195766046283e-08,0.02
1.690013724546132e-08,1.030212756663731e-06,1.573620825905895e-08,1.060764458166217e-06,1.643657860797506e-08,1.05566132668184e-06,1.622712568913744e-08,1.063165595129997e-06,1.697514012643203e-08,1.035335031606107e-06,1.56247267883857e-08,1.064373827098254e-06,1.690013724546132e-08,0,1.573620825905895e-08,0.004,1.643657860797506e-08,0.008,1.622712568913744e-08,0.012,1.697514012643203e-08,0.016,1.56247267883857e-08,0.02
1.760013724546132e-08,1.043122860651636e-06,1.633173213105473e-08,1.056357677014954e-06,1.713657860797506e-08,1.029090908871785e-06,1.692712568913744e-08,1.027621121700322e-06,1.767514012643203e-08,1.037126166531989e-06,1.616719669128501e-08,1.067825210183249e-06,1.760013724546132e-08,0,1.633173213105473e-08,0.004,1.713657860797506e-08,0.008,1.692712568913744e-08,0.012,1.767514012643203e-08,0.016,1.616719669128501e-08,0.02
1.830013724546132e-08,1.024600442633659e-06,1.703173213105472e-08,1.028983475769642e-06,1.783657860797506e-08,1.041470940647553e-06,1.762712568913744e-08,1.043321453794629e-06,1.837514012643203e-08,1.029655906060326e-06,1.682991473637719e-08,1.02921626181719e-06,1.830013724546132e-08,0,1.703173213105472e-08,0.004,1.783657860797506e-08,0.008,1.762712568913744e-08,0.012,1.837514012643203e-08,0.016,1.682991473637719e-08,0.02
