/hit (dt=0) X,/hit (dt=0) Y,/hit (dt=0.004) X,/hit (dt=0.004) Y,/hit (dt=0.008) X,/hit (dt=0.008) Y,/hit (dt=0.012) X,/hit (dt=0.012) Y,/hit (dt=0.016) X,/hit (dt=0.016) Y,/hit (dt=0.02) X,/hit (dt=0.02) Y,/net8 (dt=0) X,/net8 (dt=0) Y,/net8 (dt=0.004) X,/net8 (dt=0.004) Y,/net8 (dt=0.008) X,/net8 (dt=0.008) Y,/net8 (dt=0.012) X,/net8 (dt=0.012) Y,/net8 (dt=0.016) X,/net8 (dt=0.016) Y,/net8 (dt=0.02) X,/net8 (dt=0.02) Y
1.288415798514626e-08,2.23567386342113e-06,7.197036975720022e-09,0.8992757357539615,5.250188589575199e-09,0.8995831511985933,4.93443973352473e-09,0.8996468929500074,4.726308280167869e-09,0.8996511208282708,6.435290936496009e-09,0.8996539257351036,1.288415798514626e-08,0.2821122686471655,7.197036975720022e-09,0.404,5.250188589575199e-09,0.408,4.93443973352473e-09,0.412,4.726308280167869e-09,0.416,6.435290936496009e-09,0.42
1.310472298485631e-08,1.421698770245105e-06,7.383452738917985e-09,0.8993317763345391,5.411576127307782e-09,0.8995976615182116,5.303901627075278e-09,0.8996476468509375,5.345745484964899e-09,0.8996526526210746,7.135290936496008e-09,0.8996550861849725,1.310472298485631e-08,0.2527036020191589,7.383452738917985e-09,0.404,5.411576127307782e-09,0.408,5.303901627075278e-09,0.412,5.345745484964899e-09,0.416,7.135290936496008e-09,0.42
1.325941370583821e-08,1.467816102540713e-06,7.756284265313911e-09,0.8994338367440714,5.707322914489562e-09,0.8996213590737829,6.003901627075278e-09,0.8996528833287449,6.045745484964899e-09,0.8996535606135038,7.835290936496008e-09,0.899653914426174,1.325941370583821e-08,0.2320781725549053,7.756284265313911e-09,0.404,5.707322914489562e-09,0.408,6.003901627075278e-09,0.412,6.045745484964899e-09,0.416,7.835290936496008e-09,0.42
1.341464557226281e-08,8.044482649083951e-07,8.171877502917459e-09,0.8994719389228775,6.102726192434965e-09,0.8996301166030907,6.703901627075278e-09,0.8996520770574773,6.745745484964898e-09,0.8996537180748082,8.535290936496008e-09,0.8996551657492545,1.341464557226281e-08,0.2113805903649595,8.171877502917459e-09,0.404,6.102726192434965e-09,0.408,6.703901627075278e-09,0.412,6.745745484964898e-09,0.416,8.535290936496008e-09,0.42
1.360755896653799e-08,1.406413130921454e-06,8.871877502917458e-09,0.8995253643761687,6.802726192434965e-09,0.8996425931630004,7.403901627075277e-09,0.8996541045635091,7.445745484964898e-09,0.8996544625175249,9.235290936496007e-09,0.8996538814925717,1.360755896653799e-08,0.1856588044616017,8.871877502917458e-09,0.404,6.802726192434965e-09,0.408,7.403901627075277e-09,0.412,7.445745484964898e-09,0.416,9.235290936496007e-09,0.42
1.376138589849935e-08,7.96132841119595e-07,9.571877502917458e-09,0.8995350441608344,7.502726192434965e-09,0.899643789746535,8.103901627075277e-09,0.8996530043804718,8.145745484964898e-09,0.8996538738500843,9.935290936496007e-09,0.8996551762077555,1.376138589849935e-08,0.1651485468667532,9.571877502917458e-09,0.404,7.502726192434965e-09,0.408,8.103901627075277e-09,0.412,8.145745484964898e-09,0.416,9.935290936496007e-09,0.42
1.406903976242208e-08,1.363685183294602e-06,1.027187750291746e-08,0.8995539532188158,8.202726192434965e-09,0.8996475416506695,8.803901627075276e-09,0.8996542847427123,8.845745484964897e-09,0.8996547490112665,1.063529093649601e-08,0.8996538815526395,1.406903976242208e-08,0.1241280316770561,1.027187750291746e-08,0.404,8.202726192434965e-09,0.408,8.803901627075276e-09,0.412,8.845745484964897e-09,0.416,1.063529093649601e-08,0.42
1.461720492112398e-08,7.749958670984172e-07,1.097187750291746e-08,0.8995506387518257,8.902726192434964e-09,0.8996463757371328,9.503901627075276e-09,0.8996533643863267,9.545745484964897e-09,0.8996538463065734,1.133529093649601e-08,0.8996551661285547,1.461720492112398e-08,0.05103934385013587,1.097187750291746e-08,0.404,8.902726192434964e-09,0.408,9.503901627075276e-09,0.412,9.545745484964897e-09,0.416,1.133529093649601e-08,0.42
1.5e-08,1.324621542904865e-06,1.148593875145873e-08,0.8995615513863854,9.602726192434964e-09,0.8996486475406178,1.020390162707528e-08,0.8996542629949886,1.02457454849649e-08,0.8996548460642655,1.2e-08,0.8996538999719688,1.5e-08,3.885780586188048e-16,1.148593875145873e-08,0.404,9.602726192434964e-09,0.408,1.020390162707528e-08,0.412,1.02457454849649e-08,0.416,1.2e-08,0.42
1.51584212140644e-08,1.049194710771646e-06,1.2e-08,0.89955483675867,1.030272619243496e-08,0.8996472204390592,1.090390162707528e-08,0.8996535337193023,1.09457454849649e-08,0.8996538147618748,1.2175e-08,0.8996579096517564,1.51584212140644e-08,0,1.2e-08,0.404,1.030272619243496e-08,0.408,1.090390162707528e-08,0.412,1.09457454849649e-08,0.416,1.2175e-08,0.3966666666666669
1.537070154692574e-08,1.037069634182032e-06,1.211339844049096e-08,0.8995358195480674,1.100272619243496e-08,0.8996489048521255,1.145195081353764e-08,0.8996541922708128,1.147287274248245e-08,0.8996548780244275,1.244833393707967e-08,0.8996659941824312,1.537070154692574e-08,0,1.211339844049096e-08,0.3888802079345394,1.100272619243496e-08,0.408,1.145195081353764e-08,0.412,1.147287274248245e-08,0.416,1.244833393707967e-08,0.3602221417227104
1.555843580834425e-08,1.042576187719224e-06,1.227126292847055e-08,0.8993785708916953,1.150136309621748e-08,0.8996475524051188,1.2e-08,0.8996536436441457,1.2e-08,0.8996538065436344,1.269585168777937e-08,0.8996558018801829,1.555843580834425e-08,0,1.227126292847055e-08,0.3678316095372596,1.150136309621748e-08,0.408,1.2e-08,0.412,1.2e-08,0.416,1.269585168777937e-08,0.3272197749627511
1.593390433118127e-08,1.033213741282116e-06,1.232000154426327e-08,0.8992156272481985,1.2e-08,0.8996488717683863,1.211458297670294e-08,0.8996558748399872,1.211638977703812e-08,0.8996563926272063,1.274937976947213e-08,0.8996453590098776,1.593390433118127e-08,0,1.232000154426327e-08,0.3613331274315639,1.2e-08,0.408,1.211458297670294e-08,0.3967222697729418,1.211638977703812e-08,0.4004813630615846,1.274937976947213e-08,0.3200826974037163
1.663390433118127e-08,1.037485233789918e-06,1.237693927750868e-08,0.8984776008488339,1.210928484460595e-08,0.8996490547312135,1.234374893010882e-08,0.8996612440676147,1.23467395269205e-08,0.8996630808902727,1.28129307834998e-08,0.8995414305732533,1.663390433118127e-08,0,1.237693927750868e-08,0.3537414296655095,1.210928484460595e-08,0.3934286873858733,1.234374893010882e-08,0.3661668093188248,1.23467395269205e-08,0.3697680630772665,1.28129307834998e-08,0.3116092288666934
1.733390433118127e-08,1.031104215750167e-06,1.239319370042705e-08,0.8979908129160226,1.232785453381786e-08,0.8996397071522809,1.255619029960983e-08,0.8996304514777735,1.255569857049254e-08,0.8996669002869757,1.285293305912847e-08,0.8992105161277303,1.733390433118127e-08,0,1.239319370042705e-08,0.3515741732763938,1.232785453381786e-08,0.3642860621576194,1.255619029960983e-08,0.3378412933853565,1.255569857049254e-08,0.3419068572676616,1.285293305912847e-08,0.3062755921162041
1.803390433118127e-08,1.036819825283405e-06,1.242570254626378e-08,0.8954747749581007,1.245517934346166e-08,0.8995736140254602,1.260583780773024e-08,0.8996041949455792,1.27478115948688e-08,0.8994281594521859,1.28656860629634e-08,0.8989206073400491,1.803390433118127e-08,0,1.242570254626378e-08,0.3472396604981626,1.245517934346166e-08,0.3473094208717789,1.260583780773024e-08,0.3312216256359685,1.27478115948688e-08,0.3162917873508272,1.28656860629634e-08,0.3045751916048804
1.873390433118127e-08,1.031199685858453e-06,1.247060041353567e-08,0.879331859398455,1.249797281104383e-08,0.8994999984918099,1.266208154327668e-08,0.8994326202955636,1.278615863430663e-08,0.8991874336589489,1.289119207063325e-08,0.8971555005492008,1.873390433118127e-08,0,1.247060041353567e-08,0.3412532781952437,1.249797281104383e-08,0.3416036251941568,1.266208154327668e-08,0.3237224608964424,1.278615863430663e-08,0.3111788487591167,1.289119207063325e-08,0.3011743905822332
1.943390433118127e-08,1.036540560579628e-06,1.249639138717052e-08,0.8487429267930114,1.254751055139524e-08,0.89916705266837,1.270426101738914e-08,0.8987133925321089,1.280533215402554e-08,0.8988251250438664,1.292327072253381e-08,0.8851561403569702,1.943390433118127e-08,0,1.249639138717052e-08,0.3378144817105982,1.254751055139524e-08,0.3349985931473012,1.270426101738914e-08,0.3180985310147816,1.280533215402554e-08,0.3086223794632614,1.292327072253381e-08,0.2968972369954918
2.013390433118127e-08,1.031400728672191e-06,1.251496202774426e-08,0.8001664797394334,1.260556506836793e-08,0.8953100961135444,1.271613897852987e-08,0.8982046678668193,1.284367919346337e-08,0.8945838259461174,1.2942821845788e-08,0.8595434138354064,2.013390433118127e-08,0,1.251496202774426e-08,0.3353383963007659,1.260556506836793e-08,0.3272579908842761,1.271613897852987e-08,0.3165148028626836,1.284367919346337e-08,0.3035094408715509,1.2942821845788e-08,0.2942904205615997
2.083390433118127e-08,1.036291283335639e-06,1.25360682296198e-08,0.6872319403441061,1.264877355380401e-08,0.8700732667441613,1.273989490081134e-08,0.8952977604684006,1.287815934133539e-08,0.8686214521343324,1.295771236523666e-08,0.8142691612320607,2.083390433118127e-08,0,1.25360682296198e-08,0.3325242360506929,1.264877355380401e-08,0.3214968594927994,1.273989490081134e-08,0.3133473465584876,1.287815934133539e-08,0.2989120878219484,1.295771236523666e-08,0.292305017968446
2.153390433118127e-08,1.03160355541324e-06,1.255175309598836e-08,0.5510469833955907,1.265915428687932e-08,0.8549903923408608,1.277449235036064e-08,0.8735012135983746,1.289548864820546e-08,0.828314555960231,1.297419877039111e-08,0.7104595149135162,2.153390433118127e-08,0,1.255175309598836e-08,0.3304329205348859,1.265915428687932e-08,0.3201127617494243,1.277449235036064e-08,0.3087343532852484,1.289548864820546e-08,0.2966015135726058,1.297419877039111e-08,0.2901068306145185
2.223390433118127e-08,1.036066045444929e-06,1.256944487839266e-08,0.3499005467620071,1.267991575302995e-08,0.7891897681659691,1.27941806013714e-08,0.8334449189360826,1.29087063451681e-08,0.7655691662396815,1.29869185607637e-08,0.5791833372123665,2.223390433118127e-08,0,1.256944487839266e-08,0.3280740162143126,1.267991575302995e-08,0.317344566262674,1.27941806013714e-08,0.3061092531504803,1.29087063451681e-08,0.2948391539775871,1.29869185607637e-08,0.2884108585648405
2.293390433118127e-08,1.031799657509548e-06,1.257848362664971e-08,0.2350503879077438,1.269596598689549e-08,0.6862644680569548,1.280846933899797e-08,0.771336808029761,1.292292870368069e-08,0.6483293849162813,1.300102276260359e-08,0.3855235849594811,2.293390433118127e-08,0,1.257848362664971e-08,0.3268688497800387,1.269596598689549e-08,0.3152045350806016,1.280846933899797e-08,0.3042040881336041,1.292292870368069e-08,0.2929428395092422,1.300102276260359e-08,0.2865302983195213
2.363390433118127e-08,1.035858739377196e-06,1.25860834427339e-08,0.1450086149714573,1.271053834610251e-08,0.5404079205541762,1.282367721607661e-08,0.6525842847058261,1.293555136410788e-08,0.4977540578551928,1.300815292088277e-08,0.2742799323225978,2.363390433118127e-08,0,1.25860834427339e-08,0.3258555409688142,1.271053834610251e-08,0.3132615538529987,1.282367721607661e-08,0.3021763711897862,1.293555136410788e-08,0.2912598181189493,1.300815292088277e-08,0.2855796105489646
2.433390433118127e-08,1.031986546893829e-06,1.259509112661953e-08,0.0675964858408255,1.272612816023715e-08,0.3379054446229487,1.283659868357754e-08,0.504193615664927,1.294609888013561e-08,0.3447605523552983,1.301460153719416e-08,0.1768854902964857,2.433390433118127e-08,0,1.259509112661953e-08,0.3246545164507296,1.272612816023715e-08,0.3111829119683808,1.283659868357754e-08,0.3004535088563284,1.294609888013561e-08,0.2898534826485857,1.301460153719416e-08,0.2847197950407794
2.503390433118127e-08,1.035666332509547e-06,1.260236215070262e-08,0.03220372857043688,1.273476843409617e-08,0.2153979315219628,1.284941550617891e-08,0.3229224210725265,1.295400176974815e-08,0.2231464505143777,1.302242951709428e-08,0.08579521049458949,2.503390433118127e-08,0,1.260236215070262e-08,0.3236850465729844,1.273476843409617e-08,0.310030875453844,1.284941550617891e-08,0.2987445991761462,1.295400176974815e-08,0.2887997640335808,1.302242951709428e-08,0.2836760643874289
2.573390433118127e-08,1.032163231266617e-06,1.26139752507737e-08,0.007857993729336585,1.27416635521e-08,0.1284970553261925,1.285748551215819e-08,0.2027711027281992,1.296047303873402e-08,0.1341418353960964,1.302850900504291e-08,0.04293608474091057,2.573390433118127e-08,0,1.26139752507737e-08,0.3221366332301737,1.27416635521e-08,0.3091115263866664,1.285748551215819e-08,0.2976685983789089,1.296047303873402e-08,0.2879369281687975,1.302850900504291e-08,0.2828654659942794
2.643390433118127e-08,1.035487208586351e-06,1.26229973979875e-08,0.002827569832270126,1.274931201527236e-08,0.06137406199478296,1.286407230824771e-08,0.1184566067798785,1.296740853314035e-08,0.06654114541815905,1.303647908008443e-08,0.01515395937393425,2.643390433118127e-08,0,1.26229973979875e-08,0.3209336802683336,1.274931201527236e-08,0.3080917312970186,1.286407230824771e-08,0.2967903589003059,1.296740853314035e-08,0.2870121955812869,1.303647908008443e-08,0.2818027893220761
2.713390433118127e-08,1.032329505225729e-06,1.263241935298092e-08,0.001286480025785835,1.275608043950188e-08,0.02850126683774306,1.287100783279975e-08,0.05800985346540646,1.297369978812248e-08,0.03158939074418923,1.30450137746013e-08,0.00463695594186183,2.713390433118127e-08,0,1.263241935298092e-08,0.319677419602544,1.275608043950188e-08,0.3071892747330831,1.287100783279975e-08,0.2958656222933664,1.297369978812248e-08,0.2861733615836691,1.30450137746013e-08,0.28066483005316
2.783390433118127e-08,1.035320318962278e-06,1.264311040257855e-08,0.0008241781602297588,1.276330052602396e-08,0.0116407180142743,1.287764683632654e-08,0.0263046034163894,1.298052031254109e-08,0.01302651707311487,1.305248538196923e-08,0.001988176861850979,2.783390433118127e-08,0,1.264311040257855e-08,0.3182519463228604,1.276330052602396e-08,0.3062265965301391,1.287764683632654e-08,0.2949804218231283,1.298052031254109e-08,0.2852639583278556,1.305248538196923e-08,0.2796686157374368
2.853390433118127e-08,1.032485815874489e-06,1.265911325000033e-08,0.0004806082766294396,1.277129558154327e-08,0.004239967157661895,1.288439025598408e-08,0.01105147346199799,1.298807077945521e-08,0.004771006152239557,1.306107997593734e-08,0.0009935029782177926,2.853390433118127e-08,0,1.265911325000033e-08,0.3161182333332901,1.277129558154327e-08,0.305160589127564,1.288439025598408e-08,0.2940812992021224,1.298807077945521e-08,0.2842572294059722,1.306107997593734e-08,0.2785226698750211
2.923390433118127e-08,1.035164508150985e-06,1.267277467910828e-08,0.0002512765450397923,1.277945279922398e-08,0.001798461996530682,1.289193339018134e-08,0.00416502219014022,1.299564569392484e-08,0.00201790117976342,1.307152975117962e-08,0.0005073098862126654,2.923390433118127e-08,0,1.267277467910828e-08,0.314296709452229,1.277945279922398e-08,0.3040729601034699,1.289193339018134e-08,0.2930755479758221,1.299564569392484e-08,0.2832472408100213,1.307152975117962e-08,0.2771293665093847
2.993390433118127e-08,1.032632429938419e-06,1.269709636473236e-08,4.914450800332805e-05,1.278924412952369e-08,0.0009359263788094882,1.289978814871363e-08,0.001789566679274945,1.30046494932957e-08,0.0009734646499302444,1.308528567573685e-08,0.0001969244972454173,2.993390433118127e-08,0,1.269709636473236e-08,0.311053818035685,1.278924412952369e-08,0.3027674493968422,1.289978814871363e-08,0.2920282468381835,1.30046494932957e-08,0.2820467342272405,1.308528567573685e-08,0.2752952432350863
3.063390433118127e-08,1.035019067686722e-06,1.271440963177009e-08,2.319815375390488e-05,1.280200473907448e-08,0.0005175549702159704,1.290935090571116e-08,0.0008937114913548849,1.301529559249731e-08,0.0005005170237428152,1.309975650895914e-08,6.799126633611131e-05,3.063390433118127e-08,0,1.271440963177009e-08,0.3087453824306549,1.280200473907448e-08,0.3010660347900694,1.290935090571116e-08,0.2907532125718453,1.301529559249731e-08,0.2806272543336917,1.309975650895914e-08,0.2733657988054489
3.133390433118127e-08,1.032769791864952e-06,1.273379911094377e-08,1.853838018799009e-05,1.281463995397128e-08,0.000248527429097735,1.292046148314384e-08,0.0004763221412547587,1.302893044619657e-08,0.0001992952772837769,1.311346036799135e-08,3.149311309657928e-05,3.133390433118127e-08,0,1.273379911094377e-08,0.3061601185408304,1.281463995397128e-08,0.2993813394704959,1.292046148314384e-08,0.2892718022474878,1.302893044619657e-08,0.2788092738404578,1.311346036799135e-08,0.2715386176011533
3.203390433118127e-08,1.0348833012129e-06,1.275705002392399e-08,1.233693204072386e-05,1.283552804348004e-08,5.475813286576212e-05,1.293424718291957e-08,0.0001943075080236247,1.304393019239637e-08,6.658220653612935e-05,1.312962261461847e-08,1.905127251884431e-05,3.203390433118127e-08,0,1.275705002392399e-08,0.3030599968101345,1.283552804348004e-08,0.2965962608693283,1.293424718291957e-08,0.287433708944058,1.304393019239637e-08,0.2768093076804842,1.312962261461847e-08,0.2693836513842043
3.273390433118127e-08,1.032898365261977e-06,1.280355184988443e-08,7.596583933764914e-06,1.285024101553473e-08,2.618548218460803e-05,1.295011463661507e-08,6.243285015915405e-05,1.30577464655476e-08,3.115518730370713e-05,1.315237529077139e-08,1.224712063273695e-05,3.273390433118127e-08,0,1.280355184988443e-08,0.2968597533487427,1.285024101553473e-08,0.2946345312620358,1.295011463661507e-08,0.2853180484513239,1.30577464655476e-08,0.2749671379269868,1.315237529077139e-08,0.266349961230481
3.343390433118127e-08,1.034756577405132e-06,1.287912453047658e-08,4.173887166736093e-06,1.28680720388877e-08,1.86936339013348e-05,1.296429954410886e-08,3.002041571502426e-05,1.307411640713395e-08,1.897160376725263e-05,1.319193932397925e-08,7.845001932624644e-06,3.343390433118127e-08,0,1.287912453047658e-08,0.2867833959364562,1.28680720388877e-08,0.2922570614816397,1.296429954410886e-08,0.2834267274521521,1.307411640713395e-08,0.2727844790488066,1.319193932397925e-08,0.2610747568027669
3.413390433118127e-08,1.033018619972949e-06,1.298953953387299e-08,2.700479719377869e-06,1.28898916585782e-08,1.276610738317792e-05,1.298121279256879e-08,1.860598591524317e-05,1.309692038719658e-08,1.220644579343224e-05,1.325322196395554e-08,4.313926136702617e-06,3.413390433118127e-08,0,1.298953953387299e-08,0.2720613954836021,1.28898916585782e-08,0.2893477788562398,1.298121279256879e-08,0.2811716276574944,1.309692038719658e-08,0.2697439483737889,1.325322196395554e-08,0.2529037381392616
3.456695216559063e-08,1.034603922549756e-06,1.314843838085412e-08,1.673084037939991e-06,1.29335308979592e-08,7.560536938396694e-06,1.300462361223483e-08,1.199903634954039e-05,1.313717314471293e-08,7.828606380802131e-06,1.335565041961198e-08,2.772398349010267e-06,3.456695216559063e-08,0,1.314843838085412e-08,0.2508748825527839,1.29335308979592e-08,0.2835292136054401,1.300462361223483e-08,0.2780501850353557,1.313717314471293e-08,0.2643769140382765,1.335565041961198e-08,0.2392466107184026
3.5e-08,1.033197440040947e-06,1.332615272221718e-08,1.618745402256237e-06,1.300396898942371e-08,4.31227304935866e-06,1.304675551059846e-08,7.683698923816623e-06,1.319868608193939e-08,4.289066024507905e-06,1.349771039944598e-08,1.679473450800767e-06,3.5e-08,0,1.332615272221718e-08,0.2271796370377089,1.300396898942371e-08,0.2741374680768393,1.304675551059846e-08,0.2724325985868717,1.319868608193939e-08,0.256175189074748,1.349771039944598e-08,0.2203052800738699
  ,  ,1.346078200026271e-08,8.482018094551395e-07,1.310804156873367e-08,2.653833398235873e-06,1.311001103270759e-08,4.195325394313165e-06,1.330248335424257e-08,2.786929640322712e-06,1.366352415113681e-08,1.676230221682397e-06,  ,  ,1.346078200026271e-08,0.2092290666316391,1.310804156873367e-08,0.2602611241688444,1.311001103270759e-08,0.263998528972322,1.330248335424257e-08,0.2423355527676574,1.366352415113681e-08,0.198196779848426
  ,  ,1.352809663928547e-08,1.377947023299542e-06,1.325851587527472e-08,1.758247791611106e-06,1.321722480520219e-08,2.754277220773634e-06,1.34454785272573e-08,1.701839633595457e-06,1.379410498703263e-08,7.976161148112344e-07,  ,  ,1.352809663928547e-08,0.2002537814286044,1.325851587527472e-08,0.2401978832967037,1.321722480520219e-08,0.2497033593063752,1.34454785272573e-08,0.2232695296990274,1.379410498703263e-08,0.1807860017289827
  ,  ,1.365800929434952e-08,8.596751933568437e-07,1.343121613931198e-08,1.573298641808435e-06,1.336343952285139e-08,1.621500981553687e-06,1.361168884298779e-08,1.619942464730394e-06,1.38568372975922e-08,1.401207778375137e-06,  ,  ,1.365800929434952e-08,0.1829320940867305,1.343121613931198e-08,0.2171711814250696,1.336343952285139e-08,0.2302080636198149,1.361168884298779e-08,0.2011081542682955,1.38568372975922e-08,0.1724216936543742
  ,  ,1.383507221950823e-08,1.33194258771303e-06,1.356362121943747e-08,8.834714496582826e-07,1.352966595266076e-08,1.701357442098316e-06,1.374263689318056e-08,8.786508583743375e-07,1.397834339258621e-08,8.469996352085795e-07,  ,  ,1.383507221950823e-08,0.1593237040655698,1.356362121943747e-08,0.199517170741671,1.352966595266076e-08,0.2080445396452329,1.374263689318056e-08,0.1836484142425926,1.397834339258621e-08,0.1562208809885056
  ,  ,1.418919806982564e-08,8.417856014973903e-07,1.362982375950021e-08,1.361152751995193e-06,1.366164547417401e-08,7.644581273792081e-07,1.380693995771304e-08,1.281950951017533e-06,1.415453364451786e-08,1.34018544344757e-06,  ,  ,1.418919806982564e-08,0.1121069240232482,1.362982375950021e-08,0.1906901653999718,1.366164547417401e-08,0.1904472701101316,1.380693995771304e-08,0.1750746723049287,1.415453364451786e-08,0.1327288473976191
  ,  ,1.459459903491282e-08,1.292304375999237e-06,1.375656226341711e-08,8.69686367758264e-07,1.372702081389196e-08,1.431569078125248e-06,1.392874120745464e-08,9.817624679106849e-07,1.450691414838115e-08,8.376831488181516e-07,  ,  ,1.459459903491282e-08,0.05805346201162431,1.375656226341711e-08,0.1737916982110526,1.372702081389196e-08,0.1817305581477384,1.392874120745464e-08,0.1588345056727143,1.450691414838115e-08,0.08574478021584619
  ,  ,1.5e-08,8.232847208831147e-07,1.393163668623414e-08,1.326931126510594e-06,1.384981842361596e-08,8.186668034413739e-07,1.410796622172124e-08,1.196005796762529e-06,1.5e-08,1.292652822979384e-06,  ,  ,1.5e-08,0.004000000000000392,1.393163668623414e-08,0.1504484418354476,1.384981842361596e-08,0.1653575435178722,1.410796622172124e-08,0.1349378371038354,1.5e-08,0.02000000000000041
  ,  ,1.511598585026903e-08,1.043374347337676e-06,1.428178553186822e-08,8.45880755709238e-07,1.403302403102043e-08,1.365300873072439e-06,1.446641625025442e-08,9.844137505035018e-07,1.516412337785239e-08,1.058398080036229e-06,  ,  ,1.511598585026903e-08,0.004,1.428178553186822e-08,0.1037619290842374,1.403302403102043e-08,0.1409301291972763,1.446641625025442e-08,0.08714449996607793,1.516412337785239e-08,0.02
  ,  ,1.531464417082569e-08,1.045701910720185e-06,1.464089276593411e-08,1.291522888809258e-06,1.439943524582937e-08,8.117498053480208e-07,1.5e-08,1.142760003461463e-06,1.538492879669246e-08,1.044305240549074e-06,  ,  ,1.531464417082569e-08,0.004,1.464089276593411e-08,0.05588096454211899,1.439943524582937e-08,0.09207530055608448,1.5e-08,0.0160000000000004,1.538492879669246e-08,0.02
  ,  ,1.549727183604309e-08,1.036688314075968e-06,1.5e-08,8.278589109568556e-07,1.469971762291468e-08,1.318626690636452e-06,1.516868839794669e-08,1.057381775266553e-06,1.559569226627715e-08,1.046516287676026e-06,  ,  ,1.549727183604309e-08,0.004,1.5e-08,0.008000000000000396,1.469971762291468e-08,0.05203765027804247,1.516868839794669e-08,0.016,1.559569226627715e-08,0.02
  ,  ,1.586252716647789e-08,1.039697050955988e-06,1.510933927089737e-08,1.046683763285417e-06,1.5e-08,8.111080676137227e-07,1.539817772091529e-08,1.042606070608352e-06,1.601721920544651e-08,1.03542206673983e-06,  ,  ,1.586252716647789e-08,0.004,1.510933927089737e-08,0.008,1.5e-08,0.0120000000000004,1.539817772091529e-08,0.016,1.601721920544651e-08,0.02
  ,  ,1.656184471474437e-08,1.030213602834503e-06,1.529393100128577e-08,1.047313683371977e-06,1.514449962515763e-08,1.046067105336821e-06,1.561796211464486e-08,1.045371463701031e-06,1.670980446315358e-08,1.03589414152952e-06,  ,  ,1.656184471474437e-08,0.004,1.529393100128577e-08,0.008,1.514449962515763e-08,0.012,1.561796211464486e-08,0.016,1.670980446315358e-08,0.02
  ,  ,1.726184471474437e-08,1.036331181761385e-06,1.546451032013285e-08,1.039142479426019e-06,1.531968874436888e-08,1.05082262524027e-06,1.6057530902104e-08,1.034588871215563e-06,1.740980446315358e-08,1.03112094821114e-06,  ,  ,1.726184471474437e-08,0.004,1.546451032013285e-08,0.008,1.531968874436888e-08,0.012,1.6057530902104e-08,0.016,1.740980446315358e-08,0.02
  ,  ,1.796184471474437e-08,1.029615543737219e-06,1.5805668957827e-08,1.040550528760615e-06,1.548446691702296e-08,1.038628699452781e-06,1.674775973824868e-08,1.03573161910483e-06,1.810980446315358e-08,1.034611208425532e-06,  ,  ,1.796184471474437e-08,0.004,1.5805668957827e-08,0.008,1.548446691702296e-08,0.012,1.674775973824868e-08,0.016,1.810980446315358e-08,0.02
  ,  ,1.866184471474437e-08,1.036166259624731e-06,1.648798623321531e-08,1.030962794293597e-06,1.581402326233113e-08,1.043054038537066e-06,1.744775973824868e-08,1.031201849727181e-06,1.880980446315358e-08,1.031339007139582e-06,  ,  ,1.866184471474437e-08,0.004,1.648798623321531e-08,0.008,1.581402326233113e-08,0.012,1.744775973824868e-08,0.016,1.880980446315358e-08,0.02
  ,  ,1.936184471474437e-08,1.029586986043383e-06,1.718798623321531e-08,1.036006513849248e-06,1.647313595294745e-08,1.029583791576288e-06,1.814775973824868e-08,1.034491758462738e-06,1.950980446315358e-08,1.03417689085467e-06,  ,  ,1.936184471474437e-08,0.004,1.718798623321531e-08,0.008,1.647313595294745e-08,0.012,1.814775973824868e-08,0.016,1.950980446315358e-08,0.02
  ,  ,2.006184471474437e-08,1.036105752626908e-06,1.788798623321531e-08,1.030036546807879e-06,1.717313595294745e-08,1.03753617053338e-06,1.884775973824868e-08,1.031547018954039e-06,2.020980446315358e-08,1.031667220265679e-06,  ,  ,2.006184471474437e-08,0.004,1.788798623321531e-08,0.008,1.717313595294745e-08,0.012,1.884775973824868e-08,0.016,2.020980446315358e-08,0.02
  ,  ,2.076184471474436e-08,1.029592829299644e-06,1.858798623321531e-08,1.035841278658716e-06,1.787313595294745e-08,1.028492638878052e-06,1.954775973824868e-08,1.033962591634305e-06,2.090980446315358e-08,1.033806396375285e-06,  ,  ,2.076184471474436e-08,0.004,1.858798623321531e-08,0.008,1.787313595294745e-08,0.012,1.954775973824868e-08,0.016,2.090980446315358e-08,0.02
  ,  ,2.146184471474436e-08,1.03605901046198e-06,1.928798623321531e-08,1.029957569513595e-06,1.857313595294745e-08,1.037223583863066e-06,2.024775973824868e-08,1.031973091551416e-06,2.160980446315358e-08,1.031987167547936e-06,  ,  ,2.146184471474436e-08,0.004,1.928798623321531e-08,0.008,1.857313595294745e-08,0.012,2.024775973824868e-08,0.016,2.160980446315358e-08,0.02
  ,  ,2.216184471474436e-08,1.029612693123687e-06,1.998798623321531e-08,1.03581768976361e-06,1.927313595294745e-08,1.028509725405876e-06,2.094775973824868e-08,1.033497831981362e-06,2.230980446315358e-08,1.033469511233521e-06,  ,  ,2.216184471474436e-08,0.004,1.998798623321531e-08,0.008,1.927313595294745e-08,0.012,2.094775973824868e-08,0.016,2.230980446315358e-08,0.02
